DATE,ANALYST,TIME SENT,EVENT DAY,EVENT START,LOCATION,SPORT,EVENT TYPE,EVENT,RACE,NO.,SELECTION,UNITS INVESTED,MARKET ADVICE,BET TYPE,MARKET LINE / TOTAL,RECOMMENDED PRICE,RECORDING METHOD,ODDS ,RESULT,UNITS COLLECTED,P/L,CUMULATIVE P/L,CUMULATIVE UNITS INVESTED,POT%,ROI%,PROFIT ($100 UNIT),BET WIN LOSE,PRICE,COMMISION,EMAIL ODDS,AVAILABLE ODDS,BEST FIXED EMAIL SENT,BEST FIXED CLOSING,BETFAIR SP,BOB/BTSP,BEST TOTE,AGENCY,EMAIL BEST LINE / TOTAL,EMAIL BEST ODDS,RESULT,CLOSING LINE,CLOSING PINNACLE,CLOSING BETFAIR,RESULT,EMAIL,GOAT,BFSP,TF,SP,EMAIL,Mid Tote,GOAT,BFSP
23-12-18,Luke Murrell,10.02am,Sun,,Australia,Horse Racing,,Taree,3,2,Captain Tom,0.5,,Win,,8,BOB,12.1,un,0,-0.5,487.3,7142.4,6.80%,487.30%,"$48,729.50 ",L,,,,,,,,,,,,,,,,,,,,,,,,,,
26-12-18,Luke Murrell,8.57am,Wed,,Australia,Horse Racing,,Randwick,1,1,Zalatte,6,,Win,,1.6,BOB,1.4,1,8.4,2.4,489.7,7148.4,6.90%,489.70%,"$48,969.50 ",W,,,,,,,,,,,,,,,,,,1.6,1.3,1.4,1.3,1.3,,,,
26-12-18,Luke Murrell,8.57am,Wed,,Australia,Horse Racing,,Randwick,2,11,Hafaawa,3,,Win,,4.5,BOB,5.5,2,0,-3,486.7,7151.4,6.80%,486.70%,"$48,669.50 ",L,,,,,,,,,,,,,,,,,,,,,,,,,,
26-12-18,Luke Murrell,8.57am,Wed,,Australia,Horse Racing,,Randwick,7,8,Abdon,1,,Win,,12,BOB,14,un,0,-1,485.7,7152.4,6.80%,485.70%,"$48,569.50 ",L,,,,,,,,,,,,,,,,,,,,,,,,,,
26-12-18,Luke Murrell,8.57am,Wed,,Australia,Horse Racing,,Randwick,7,8,Abdon,1.5,,Place,,3.5,BFSP,3.55,un,0,-1.5,484.2,7153.9,6.80%,484.20%,"$48,419.50 ",L,,,,,,,,,,,,,,,,,,,,,,,,,,
26-12-18,Luke Murrell,8.57am,Wed,,Australia,Horse Racing,,Randwick,7,5,Satono Rasen,0.5,,Place,,10,BFSP,16,2,8,7.5,491.7,7154.4,6.90%,491.70%,"$49,169.50 ",W,,,,,,,,,,,,,,,,,,,,,,,10,14.3,8.78,16
26-12-18,Luke Murrell,8.57am,Wed,,Australia,Horse Racing,,Sunshine Coast,5,1,Barefoot,2,,Win,,2.1,BOB,4,3,0,-2,489.7,7156.4,6.80%,489.70%,"$48,969.50 ",L,,,,,,,,,,,,,,,,,,,,,,,,,,
26-12-18,Luke Murrell,8.57am,Wed,,Australia,Horse Racing,,Sunshine Coast,7,9,Mishani Electra,2,,Win,,3,BOB,2.7,2,0,-2,487.7,7158.4,6.80%,487.70%,"$48,769.50 ",L,,,,,,,,,,,,,,,,,,,,,,,,,,
26-12-18,Luke Murrell,8.57am,Wed,,Australia,Horse Racing,,Sunshine Coast,7,5,Secret Mo,2,,Win,,5,BOB,5,3,0,-2,485.7,7160.4,6.80%,485.70%,"$48,569.50 ",L,,,,,,,,,,,,,,,,,,,,,,,,,,
26-12-18,Luke Murrell,8.57am,Wed,,Australia,Horse Racing,,Newcastle,7,9,Cossetot,2,,Win,,2.5,BOB,1.9,un,0,-2,483.7,7162.4,6.80%,483.70%,"$48,369.50 ",L,,,,,,,,,,,,,,,,,,,,,,,,,,
26-12-18,Luke Murrell,8.57am,Wed,,Australia,Horse Racing,,Caulfield,7,6,George Patton,1,,Win,,7,BOB,15,un,0,-1,482.7,7163.4,6.70%,482.70%,"$48,269.50 ",L,,,,,,,,,,,,,,,,,,,,,,,,,,
26-12-18,Luke Murrell,8.57am,Wed,,Australia,Horse Racing,,Newcastle,6,9,Savinge,1,,Win,,4.4,BOB,3.5,4,0,-1,481.7,7164.4,6.70%,481.70%,"$48,169.50 ",L,,,,,,,,,,,,,,,,,,,,,,,,,,
26-12-18,Luke Murrell,8.57am,Wed,,Australia,Horse Racing,,Sunshine Coast,2,4,Sasso Corbaro,3,,Win,,2.5,BOB,3.1,1,9.3,6.3,488,7167.4,6.80%,488.00%,"$48,799.50 ",W,,,,,,,,,,,,,,,,,,2.5,3.22,3.35,3,3,,,,
26-12-18,Luke Murrell,8.57am,Wed,,Australia,Horse Racing,,Randwick,2,11,Hafaawa,1,,Win,,4.8,BOB,5.5,2,0,-1,487,7168.4,6.80%,487.00%,"$48,699.50 ",L,,,,,,,,,,,,,,,,,,,,,,,,,,
26-12-18,Luke Murrell,8.57am,Wed,,Australia,Horse Racing,,Randwick,2,6,Olympic,1,,Win,,4,BOB,4.2,3,0,-1,486,7169.4,6.80%,486.00%,"$48,599.50 ",L,,,,,,,,,,,,,,,,,,,,,,,,,,
27-12-18,Luke Murrell,9.52am,Thu,,Australia,Horse Racing,,Coffs Harbour,1,1,Multi,2,,Win,,5,Mid Tote,5,un,0,-2,484,7171.4,6.70%,484.00%,"$48,399.50 ",L,,,,,,,,,,,,,,,,,,,,,,,,,,
28-12-18,Luke Murrell,9.39am,Fri,,Australia,Horse Racing,,Bairnsdale,3,8,Street Icon,4,Bet now- horrible race - raced ones no good- this trialled better,Win,,2.5,Fixed,2.5,1,10,6,490,7175.4,6.80%,490.00%,"$48,999.50 ",W,,,,,,,,,,,,,,,,,,2.5,,2.69,2.3,2.3,,,,
28-12-18,Luke Murrell,9.39am,Fri,,Australia,Horse Racing,,Gosford,6,3,Zumbelina,2,,Win,,2.5,BOB,3.1,un,0,-2,488,7177.4,6.80%,488.00%,"$48,799.50 ",L,,,,,,,,,,,,,,,,,,,,,,,,,,
28-12-18,Luke Murrell,9.39am,Fri,,Australia,Horse Racing,,Gosford,4,,Intrepidus- place-  Military Zone-place,3,,Win,,2.2,Mid Tote,2.8,1,8.4,5.4,493.4,7180.4,6.90%,493.40%,"$49,339.50 ",W,,,,,,,,,,,,,,,,,,,,,,,,,,
29-12-18,Luke Murrell,10.22am,Sat,,Australia,Horse Racing,,Randwick,2,2,Ori on Fire,0.5,,Win,,5,BOB,5,1,2.5,2,495.4,7180.9,6.90%,495.40%,"$49,539.50 ",W,,,,,,,,,,,,,,,,,,5,5.1,6.2,5,5,,,,
29-12-18,Luke Murrell,10.22am,Sat,,Australia,Horse Racing,,Randwick,2,5,Risk and Reward,1.5,,Win,,6,BOB,5.5,un,0,-1.5,493.9,7182.4,6.90%,493.90%,"$49,389.50 ",L,,,,,,,,,,,,,,,,,,,,,,,,,,
29-12-18,Luke Murrell,10.22am,Sat,,Australia,Horse Racing,,Randwick,5,9,Zip Doo Dah ,1,,Win,,10,BOB,7.5,un,0,-1,492.9,7183.4,6.90%,492.90%,"$49,289.50 ",L,,,,,,,,,,,,,,,,,,,,,,,,,,
29-12-18,Luke Murrell,10.22am,Sat,,Australia,Horse Racing,,Randwick,5,2,Turberry,0.5,,Win,,6,BOB,5,2,0,-0.5,492.4,7183.9,6.90%,492.40%,"$49,239.50 ",L,,,,,,,,,,,,,,,,,,,,,,,,,,
29-12-18,Luke Murrell,10.22am,Sat,,Australia,Horse Racing,,Randwick,5,6,Live and Free ,0.5,,Win,,10,BOB,7,1,3.5,3,495.4,7184.4,6.90%,495.40%,"$49,539.50 ",W,,,,,,,,,,,,,,,,,,10,6.03,6,7,5.5,,,,
29-12-18,Luke Murrell,10.22am,Sat,,Australia,Horse Racing,,Randwick,6,1,Alizee,4,,Win,,2.25,BOB,3,1,12,8,503.4,7188.4,7.00%,503.40%,"$50,339.50 ",W,,,,,,,,,,,,,,,,,,2.25,2.96,3.14,2.9,2.9,,,,
29-12-18,Luke Murrell,10.22am,Sat,,Australia,Horse Racing,,Doomben,8,9,Galouis,1,,Win,,3,BOB,3.1,un,0,-1,502.4,7189.4,7.00%,502.40%,"$50,239.50 ",L,,,,,,,,,,,,,,,,,,,,,,,,,,
29-12-18,Luke Murrell,10.22am,Sat,,Australia,Horse Racing,,Doomben,9,17,Manicure,1,,Win,,14,BOB,10.2,1,10.2,9.2,511.6,7190.4,7.10%,511.60%,"$51,159.50 ",W,,,,,,,,,,,,,,,,,,14,14.11,11,10,10,,,,
29-12-18,Luke Murrell,10.22am,Sat,,Australia,Horse Racing,,Doomben,9,17,Manicure,1,,Place,,3,BFSP,3.37,1,3.37,2.37,514,7191.4,7.10%,514.00%,"$51,396.50 ",W,,,,,,,,,,,,,,,,,,,,,,,3,3.3,3.09,3.5
29-12-18,Luke Murrell,10.22am,Sat,,Australia,Horse Racing,,Scone,1,1,Asrlos Way,1,,Win,,5,BOB,11,un,0,-1,513,7192.4,7.10%,513.00%,"$51,296.50 ",L,,,,,,,,,,,,,,,,,,,,,,,,,,
29-12-18,Luke Murrell,10.22am,Sat,,Australia,Horse Racing,,Scone,1,2,Britanicus ,2,,Win,,3,BOB,2.8,1,5.6,3.6,516.6,7194.4,7.20%,516.60%,"$51,656.50 ",W,,,,,,,,,,,,,,,,,,3,2.81,2.82,2.5,2.5,,,,
29-12-18,Luke Murrell,10.22am,Sat,,Australia,Horse Racing,,Scone,2,12,Materiality,1,,Win,,6,BOB,7,3,0,-1,515.6,7195.4,7.20%,515.60%,"$51,556.50 ",L,,,,,,,,,,,,,,,,,,,,,,,,,,
29-12-18,Luke Murrell,10.22am,Sat,,Australia,Horse Racing,,Scone,2,8,Ramingandnigh,0.5,,Win,,7,BOB,6.4,un,0,-0.5,515.1,7195.9,7.20%,515.10%,"$51,506.50 ",L,,,,,,,,,,,,,,,,,,,,,,,,,,
29-12-18,Luke Murrell,10.22am,Sat,,Australia,Horse Racing,,Scone,2,5,Lifetime quest,1,,Win,,5,BOB,8.3,2,0,-1,514.1,7196.9,7.10%,514.10%,"$51,406.50 ",L,,,,,,,,,,,,,,,,,,,,,,,,,,
29-12-18,Luke Murrell,10.22am,Sat,,Australia,Horse Racing,,Scone,4,14,Smoodge,1,,Win,,4,BOB,3.6,1,3.6,2.6,516.7,7197.9,7.20%,516.70%,"$51,666.50 ",W,,,,,,,,,,,,,,,,,,4,3.75,3.51,3.6,3.6,,,,
29-12-18,Luke Murrell,10.22am,Sat,,Australia,Horse Racing,,Scone,4,14,Smoodge,2,,Place,,1.6,BFSP,1.36,1,2.72,0.72,517.4,7199.9,7.20%,517.40%,"$51,738.50 ",W,,,,,,,,,,,,,,,,,,,,,,,1.6,1.3,1.3,1.42
29-12-18,Luke Murrell,10.22am,Sat,,Australia,Horse Racing,,Scone,2,12,Materiality,1,,Win,,5,BOB,7,3,0,-1,516.4,7200.9,7.20%,516.40%,"$51,638.50 ",L,,,,,,,,,,,,,,,,,,,,,,,,,,
29-12-18,Luke Murrell,10.22am,Sat,,Australia,Horse Racing,,Scone,2,12,Materiality,1,,Place,,2,BFSP,2.15,1,2.15,1.15,517.5,7201.9,7.20%,517.50%,"$51,753.50 ",W,,,,,,,,,,,,,,,,,,,,,,,2,2.4,2.75,2.28
29-12-18,Luke Murrell,10.22am,Sat,,Australia,Horse Racing,,Randwick,6,1,Alizee,4,,Win,,2.25,BOB,3,1,12,8,525.5,7205.9,7.30%,525.50%,"$52,553.50 ",W,,,,,,,,,,,,,,,,,,2.25,,,,,,,,
29-12-18,Luke Murrell,10.22am,Sat,,Australia,Horse Racing,,Randwick,9,12,Pumpkin Pie,1,,Win,,8.5,BOB,8,un,0,-1,524.5,7206.9,7.30%,524.50%,"$52,453.50 ",L,,,,,,,,,,,,,,,,,,,,,,,,,,
29-12-18,Luke Murrell,10.22am,Sat,,Australia,Horse Racing,,Randwick,9,12,Pumpkin Pie,1,,Place,,2.8,BFSP,2.4,un,0,-1,523.5,7207.9,7.30%,523.50%,"$52,353.50 ",L,,,,,,,,,,,,,,,,,,,,,,,,,,
31-12-18,Luke Murrell,10.15am,Mon,,Australia,Horse Racing,,Gosford,5,6,Fast Eva,2,Bet now,Win,,5,Fixed,5,un,0,-2,521.5,7209.9,7.20%,521.50%,"$52,153.50 ",L,,,,,,,,,,,,,,,,,,,,,,,,,,
31-12-18,Luke Murrell,10.15am,Mon,,Australia,Horse Racing,,Gosford,5,8,Admissable,1,,Win,,3.5,BOB,3.6,un,0,-1,520.5,7210.9,7.20%,520.50%,"$52,053.50 ",L,,,,,,,,,,,,,,,,,,,,,,,,,,
31-12-18,Luke Murrell,10.15am,Mon,,Australia,Horse Racing,,Gosford,5,4,Cinqeadea,0.5,,Win,,6,BOB,3.7,1,1.85,1.35,521.9,7211.4,7.20%,521.90%,"$52,188.50 ",W,,,,,,,,,,,,,,,,,,6,3.41,3.3,3.7,3.5,,,,
31-12-18,Luke Murrell,10.15am,Mon,,Australia,Horse Racing,,Gosford,7,3,Alier,1,,Win,,7,BOB,7.5,un,0,-1,520.9,7212.4,7.20%,520.90%,"$52,088.50 ",L,,,,,,,,,,,,,,,,,,,,,,,,,,
31-12-18,Luke Murrell,10.15am,Mon,,Australia,Horse Racing,,Gosford,7,6,Our Dawn,2,Bet now,Win,,7,Fixed,7,2,0,-2,518.9,7214.4,7.20%,518.90%,"$51,888.50 ",L,,,,,,,,,,,,,,,,,,,,,,,,,,
31-12-18,Luke Murrell,10.15am,Mon,,Australia,Horse Racing,,Gosford,7,12,Stealth Sniper,1.5,,Win,,3.5,BOB,2.7,1,4.05,2.55,521.4,7215.9,7.20%,521.40%,"$52,143.50 ",W,,,,,,,,,,,,,,,,,,3.5,3.21,2.77,2.7,2.7,,,,
01-01-19,Luke Murrell,10.15am,Tue,,Australia,Horse Racing,,Kensington,5,7,Just Dylan,1,,Place,,5,BOB,5.3,un,0,-1,520.4,7216.9,7.20%,520.40%,"$52,043.50 ",L,,,,,,,,,,,,,,,,,,,,,,,,,,
01-01-19,Luke Murrell,10.15am,Tue,,Australia,Horse Racing,,Kensington,7,11,Seles,2.5,,Win,,2.5,BOB,2.9,1,7.25,4.75,525.2,7219.4,7.30%,525.20%,"$52,518.50 ",W,,,,,,,,,,,,,,,,,,2.5,2.67,3.3,2.7,2.7,,,,
01-01-19,Luke Murrell,10.15am,Tue,,Australia,Horse Racing,,Kensington,7,5,My Song,1,,Win,,8,BOB,8.5,un,0,-1,524.2,7220.4,7.30%,524.20%,"$52,418.50 ",L,,,,,,,,,,,,,,,,,,,,,,,,,,
01-01-19,Luke Murrell,10.15am,Tue,,Australia,Horse Racing,,Kensington,7,6,Kopite,0.5,,Win,,21,BOB,12,2,0,-0.5,523.7,7220.9,7.30%,523.70%,"$52,368.50 ",L,,,,,,,,,,,,,,,,,,,,,,,,,,
01-01-19,Luke Murrell,10.15am,Tue,,Australia,Horse Racing,,Kensington,4,1,Bellsadeel,1,,Win,,4.4,BOB,2.6,un,0,-1,522.7,7221.9,7.20%,522.70%,"$52,268.50 ",L,,,,,,,,,,,,,,,,,,,,,,,,,,
01-01-19,Luke Murrell,10.15am,Tue,,Australia,Horse Racing,,Kensington,8,9,Laburnum,3,,Win,,3.1,BOB,1.95,un,0,-3,519.7,7224.9,7.20%,519.70%,"$51,968.50 ",L,,,,,,,,,,,,,,,,,,,,,,,,,,
01-01-19,Luke Murrell,10.15am,Tue,,Australia,Horse Racing,,Flemington,6,7,Whispering Brook,5,,Win,,3.8,BOB,3.5,1,17.5,12.5,532.2,7229.9,7.40%,532.20%,"$53,218.50 ",W,,,,,,,,,,,,,,,,,,6,3.35,3.51,3.5,3.3,,,,
01-01-19,Luke Murrell,10.15am,Tue,,Australia,Horse Racing,,Flemington,6,2,Illustrious Lad,1,,Win,,6,BOB,16,un,0,-1,531.2,7230.9,7.30%,531.20%,"$53,118.50 ",L,,,,,,,,,,,,,,,,,,,,,,,,,,
01-01-19,Luke Murrell,10.15am,Tue,,Australia,Horse Racing,,Flemington,6,9,Holbein,1,,Win,,10,BOB,9,un,0,-1,530.2,7231.9,7.30%,530.20%,"$53,018.50 ",L,,,,,,,,,,,,,,,,,,,,,,,,,,
01-01-19,Luke Murrell,10.15am,Tue,,Australia,Horse Racing,,Flemington,6,13,Saint Valorem,0.5,,Win,,26,BOB,26,un,0,-0.5,529.7,7232.4,7.30%,529.70%,"$52,968.50 ",L,,,,,,,,,,,,,,,,,,,,,,,,,,
01-01-19,Luke Murrell,10.15am,Tue,,Australia,Horse Racing,,Flemington,1,8,Lyre,1,,Win,,9.5,BOB,6.5,un,0,-1,528.7,7233.4,7.30%,528.70%,"$52,868.50 ",L,,,,,,,,,,,,,,,,,,,,,,,,,,
01-01-19,Luke Murrell,10.15am,Tue,,Australia,Horse Racing,,Flemington,1,8,Lyre,1,,Place,,3.1,BOB,2,un,0,-1,527.7,7234.4,7.30%,527.70%,"$52,768.50 ",L,,,,,,,,,,,,,,,,,,,,,,,,,,
03-01-19,Luke Murrell,9.29am,Thu,,Australia,Horse Racing,,Kembla Grange,,,Sheriif/I'm A Legend/Rexx,1,,All Up Place,,NA,Mid Tote,2.73,un,0,-1,526.7,7235.4,7.30%,526.70%,"$52,668.50 ",L,,,,,,,,,,,,,,,,,,,,,,,,,,
03-01-19,Luke Murrell,9.29am,Thu,,Australia,Horse Racing,,Kembla Grange,4,4,Misteed,1,,Win,,3.4,BOB,4.4,4,0,-1,525.7,7236.4,7.30%,525.70%,"$52,568.50 ",L,,,,,,,,,,,,,,,,,,,,,,,,,,
04-01-19,Luke Murrell,10.27am,Fri,,Australia,Horse Racing,,Tamworth,2,7,Luff,1,Bet now,Win,,4.8,Fixed,4.8,2,0,-1,524.7,7237.4,7.20%,524.70%,"$52,468.50 ",L,,,,,,,,,,,,,,,,,,,,,,,,,,
04-01-19,Luke Murrell,10.27am,Fri,,Australia,Horse Racing,,Tamworth,3,2,Schappose,2,,Win,,2.5,BOB,2.2,3,0,-2,522.7,7239.4,7.20%,522.70%,"$52,268.50 ",L,,,,,,,,,,,,,,,,,,,,,,,,,,
04-01-19,Luke Murrell,10.27am,Fri,,Australia,Horse Racing,,Tamworth,3,1,Katgully Red,3,,Win,,3.5,BOB,3,2,0,-3,519.7,7242.4,7.20%,519.70%,"$51,968.50 ",L,,,,,,,,,,,,,,,,,,,,,,,,,,
04-01-19,Luke Murrell,10.27am,Fri,,Australia,Horse Racing,,Tamworth,7,4,Strictly Legit,5,Bet now,Win,,3.5,Fixed,3.5,2,0,-5,514.7,7247.4,7.10%,514.70%,"$51,468.50 ",L,,,,,,,,,,,,,,,,,,,,,,,,,,
04-01-19,Luke Murrell,10.27am,Fri,,Australia,Horse Racing,,Tamworth,7,7,Blinkin Legend,3,Bet now,Win,,4,Fixed,4,3,0,-3,511.7,7250.4,7.10%,511.70%,"$51,168.50 ",L,,,,,,,,,,,,,,,,,,,,,,,,,,
04-01-19,Luke Murrell,3.48pm,Fri,,Australia,Horse Racing,,Canterbury,3,2,Asiago,2,Bet now,Win,,7,Fixed,7,3,0,-2,509.7,7252.4,7.00%,509.70%,"$50,968.50 ",L,,,,,,,,,,,,,,,,,,,,,,,,,,
04-01-19,Luke Murrell,3.48pm,Fri,,Australia,Horse Racing,,Canterbury,3,10,My Fire Phoenix,1,,Win,,4,BOB,5.3,1,5.3,4.3,514,7253.4,7.10%,514.00%,"$51,398.50 ",W,,,,,,,,,,,,,,,,,,4,4.87,6.6,4.8,4.8,,,,
05-01-19,Luke Murrell,9.39am,Sat,,Australia,Horse Racing,,Ascot,5,3,Gee Boss,1,,Win,,4,BOB,3.2,3,0,-1,513,7254.4,7.10%,513.00%,"$51,298.50 ",L,,,,,,,,,,,,,,,,,,,,,,,,,,
05-01-19,Luke Murrell,9.39am,Sat,,Australia,Horse Racing,,Ascot,6,1,Celebrity Dream,2,Bet now,Win,,2.2,Fixed,2.2,1,4.4,2.4,515.4,7256.4,7.10%,515.40%,"$51,538.50 ",W,,,,,,,,,,,,,,,,,,2.2,2.49,2.58,2.4,2.4,,,,
05-01-19,Luke Murrell,9.39am,Sat,,Australia,Horse Racing,,Ascot,8,10,Mississippi Delta,1,,Win,,6.5,BOB,5.9,un,0,-1,514.4,7257.4,7.10%,514.40%,"$51,438.50 ",L,,,,,,,,,,,,,,,,,,,,,,,,,,
05-01-19,Luke Murrell,9.39am,Sat,,Australia,Horse Racing,,Ascot,8,10,Mississippi Delta,2,,Place,,2,BOB,2.1,un,0,-2,512.4,7259.4,7.10%,512.40%,"$51,238.50 ",L,,,,,,,,,,,,,,,,,,,,,,,,,,
05-01-19,Luke Murrell,9.39am,Sat,,Australia,Horse Racing,,Ascot,9,2,Beat The Devil,1,,Win,,5,Fixed/BOB,4,1,4,3,515.4,7260.4,7.10%,515.40%,"$51,538.50 ",W,,,,,,,,,,,,,,,,,,5,2.97,3.15,3,3,,,,
05-01-19,Luke Murrell,9.39am,Sat,,Australia,Horse Racing,,Ascot,9,2,Beat The Devil,1,,Place,,2,Fixed/BOB,1.85,1,1.85,0.85,516.2,7261.4,7.10%,516.20%,"$51,623.50 ",W,,,,,,,,,,,,,,,,,,,,,,,2,1.6,1.07,1.68
05-01-19,Luke Murrell,9.39am,Sat,,Australia,Horse Racing,,Kensington,5,5,The Art Of The Bar,3,,Win,,3,BOB,2.8,un,0,-3,513.2,7264.4,7.10%,513.20%,"$51,323.50 ",L,,,,,,,,,,,,,,,,,,,,,,,,,,
05-01-19,Luke Murrell,9.39am,Sat,,Australia,Horse Racing,,Kensington,5,1,Sweet Scandal,1,,Win,,6.5,BOB,6,1,6,5,518.2,7265.4,7.10%,518.20%,"$51,823.50 ",W,,,,,,,,,,,,,,,,,,6.5,5.21,6,6,5,,,,
05-01-19,Luke Murrell,9.39am,Sat,,Australia,Horse Racing,,Gold Coast,5,6,Impregnable,3,Bet now,Win,,3.2,Fixed,3.2,3,0,-3,515.2,7268.4,7.10%,515.20%,"$51,523.50 ",L,,,,,,,,,,,,,,,,,,,,,,,,,,
05-01-19,Luke Murrell,9.39am,Sat,,Australia,Horse Racing,,Gold Coast,5,9,Bratislava,1,Bet now,Win,,12,Fixed,12,un,0,-1,514.2,7269.4,7.10%,514.20%,"$51,423.50 ",L,,,,,,,,,,,,,,,,,,,,,,,,,,
05-01-19,Luke Murrell,9.39am,Sat,,Australia,Horse Racing,,Gold Coast,5,9,Bratislava,1,Bet now ,Place,,3,Fixed,3,un,0,-1,513.2,7270.4,7.10%,513.20%,"$51,323.50 ",L,,,,,,,,,,,,,,,,,,,,,,,,,,
05-01-19,Luke Murrell,9.39am,Sat,,Australia,Horse Racing,,Gold Coast,8,5,Auerbach,1,Bet now,Win,,8,Fixed,8,2,0,-1,512.2,7271.4,7.00%,512.20%,"$51,223.50 ",L,,,,,,,,,,,,,,,,,,,,,,,,,,
05-01-19,Luke Murrell,9.39am,Sat,,Australia,Horse Racing,,Gold Coast,8,5,Auerbach,1,Bet now,Place,,2.9,Fixed,2.9,2,2.9,1.9,514.1,7272.4,7.10%,514.10%,"$51,413.50 ",W,,,,,,,,,,,,,,,,,,,,,,,2.9,2.2,2.6,2.42
05-01-19,Luke Murrell,9.39am,Sat,,Australia,Horse Racing,,Gold Coast,,,Barefoot/Impregnable/Auerbach,2,,All Up Place,,NA,Tote,5.47,1,10.94,8.94,523.1,7274.4,7.20%,523.10%,"$52,307.50 ",W,,,,,,,,,,,,,,,,,,,,,,,,,,
05-01-19,Luke Murrell,9.39am,Sat,,Australia,Horse Racing,,Wyong,2,2,Montana Thunder,1,Bet now,Win,,3.6,Fixed,3.6,4,0,-1,522.1,7275.4,7.20%,522.10%,"$52,207.50 ",L,,,,,,,,,,,,,,,,,,,,,,,,,,
05-01-19,Luke Murrell,9.39am,Sat,,Australia,Horse Racing,,Wyong,5,9,The Runner,3,Bet now,Win,,3.2,Fixed,3.2,3,0,-3,519.1,7278.4,7.10%,519.10%,"$51,907.50 ",L,,,,,,,,,,,,,,,,,,,,,,,,,,
05-01-19,Luke Murrell,9.39am,Sat,,Australia,Horse Racing,,Wyong,5,11,Yalanji,0.5,,Win,,9,BOB,5.3,un,0,-0.5,518.6,7278.9,7.10%,518.60%,"$51,857.50 ",L,,,,,,,,,,,,,,,,,,,,,,,,,,
05-01-19,Luke Murrell,9.39am,Sat,,Australia,Horse Racing,,Wyong,5,4,Captain Courageous,0.25,Bet now,Win,,26,Fixed,26,un,0,-0.25,518.3,7279.2,7.10%,518.30%,"$51,832.50 ",L,,,,,,,,,,,,,,,,,,,,,,,,,,
05-01-19,Luke Murrell,9.39am,Sat,,Australia,Horse Racing,,Wyong,5,4,Captain Courageous,0.25,Bet now,Place,,6.5,Fixed,6.5,un,0,-0.25,518.1,7279.4,7.10%,518.10%,"$51,807.50 ",L,,,,,,,,,,,,,,,,,,,,,,,,,,
05-01-19,Luke Murrell,9.39am,Sat,,Australia,Horse Racing,,Caulfield,9,3,Barthelona,1,,Win,,8,BOB,13,un,0,-1,517.1,7280.4,7.10%,517.10%,"$51,707.50 ",L,,,,,,,,,,,,,,,,,,,,,,,,,,
05-01-19,Luke Murrell,9.39am,Sat,,Australia,Horse Racing,,Caulfield,9,3,Barthelona,1,,Place,,2.7,BOB,3,un,0,-1,516.1,7281.4,7.10%,516.10%,"$51,607.50 ",L,,,,,,,,,,,,,,,,,,,,,,,,,,
05-01-19,Luke Murrell,9.39am,Sat,,Australia,Horse Racing,,Kensington,7,3,Emperor's Way,1,,Win,,18,BOB,17,un,0,-1,515.1,7282.4,7.10%,515.10%,"$51,507.50 ",L,,,,,,,,,,,,,,,,,,,,,,,,,,
05-01-19,Luke Murrell,9.39am,Sat,,Australia,Horse Racing,,Kensington,7,3,Emperor's Way,1,,Place,,4,BOB,3.2,un,0,-1,514.1,7283.4,7.10%,514.10%,"$51,407.50 ",L,,,,,,,,,,,,,,,,,,,,,,,,,,
05-01-19,Luke Murrell,9.39am,Sat,,Australia,Horse Racing,,Kensington,8,8,Rebel Miss,1,,Win,,6.5,BOB,4.8,4,0,-1,513.1,7284.4,7.00%,513.10%,"$51,307.50 ",L,,,,,,,,,,,,,,,,,,,,,,,,,,
11-01-19,Luke Murrell,9.32am,Fri,,Australia,Horse Racing,,Cranbourne,5,1,Acropolis Hill,0.5,,Win,,20,BOB,26.8,un,0,-0.5,512.6,7284.9,7.00%,512.60%,"$51,257.50 ",L,,,,,,,,,,,,,,,,,,,,,,,,,,
11-01-19,Luke Murrell,9.32am,Fri,,Australia,Horse Racing,,Cranbourne,5,1,Acropolis Hill,0.5,,Place,,5,BOB,5.2,un,0,-0.5,512.1,7285.4,7.00%,512.10%,"$51,207.50 ",L,,,,,,,,,,,,,,,,,,,,,,,,,,
11-01-19,Luke Murrell,9.32am,Fri,,Australia,Horse Racing,,Gosford,7,9,Jenaya,0.5,,Win,,14,BOB,11.5,un,0,-0.5,511.6,7285.9,7.00%,511.60%,"$51,157.50 ",L,,,,,,,,,,,,,,,,,,,,,,,,,,
11-01-19,Luke Murrell,9.32am,Fri,,Australia,Horse Racing,,Gosford,7,9,Jenaya,0.5,,Place,,4,BOB,3.7,un,0,-0.5,511.1,7286.4,7.00%,511.10%,"$51,107.50 ",L,,,,,,,,,,,,,,,,,,,,,,,,,,
12-01-19,Luke Murrell,10.26am,Sat,,Australia,Horse Racing,,Randwick,2,1,Hemmerle,4,Bet now,Win,,2.2,Fixed,2.2,4,0,-4,507.1,7290.4,7.00%,507.10%,"$50,707.50 ",L,,,,,,,,,,,,,,,,,,,,,,,,,,
12-01-19,Luke Murrell,10.26am,Sat,,Australia,Horse Racing,,Randwick,2,12,Saarim,1,,Win,,10,BOB,12.2,2,0,-1,506.1,7291.4,6.90%,506.10%,"$50,607.50 ",L,,,,,,,,,,,,,,,,,,,,,,,,,,
