DATE,ANALYST,TIME SENT,EVENT DAY,EVENT START,LOCATION,SPORT,EVENT TYPE,EVENT,RACE,NO.,SELECTION,UNITS INVESTED,MARKET ADVICE,BET TYPE,MARKET LINE / TOTAL,RECOMMENDED PRICE,RECORDING METHOD,ODDS ,RESULT,UNITS COLLECTED,P/L,CUMULATIVE P/L,CUMULATIVE UNITS INVESTED,POT%,ROI%,PROFIT ($100 UNIT),BET WIN LOSE,PRICE,COMMISION,EMAIL ODDS,AVAILABLE ODDS,BEST FIXED EMAIL SENT,BEST FIXED CLOSING,BETFAIR SP,BOB/BTSP,BEST TOTE,AGENCY,EMAIL BEST LINE / TOTAL,EMAIL BEST ODDS,RESULT,CLOSING LINE,CLOSING PINNACLE,CLOSING BETFAIR,RESULT,EMAIL,GOAT,BFSP,TF,SP,EMAIL,Mid Tote,GOAT,BFSP
01-12-18,Luke Murrell,,Sat,,Australia,Horse Racing,,Doomben,,,Outback Barbie,4,,Win,,,,2.5,W,10,6,494.2,6992.4,7.10%,494.20%,"$49,424.50 ",W,,,,,,,,,,,,,,,,,,,,,,,,,,
01-12-18,Luke Murrell,,Sat,,Australia,Horse Racing,,Doomben,,,Voila,0.5,,Win,,,,16,L,0,-0.5,493.7,6992.9,7.10%,493.70%,"$49,374.50 ",L,,,,,,,,,,,,,,,,,,,,,,,,,,
01-12-18,Luke Murrell,,Sat,,Australia,Horse Racing,,Rosehill,,,Heartlet,0.5,,Win,,,,10,L,0,-0.5,493.2,6993.4,7.10%,493.20%,"$49,324.50 ",L,,,,,,,,,,,,,,,,,,,,,,,,,,
01-12-18,Luke Murrell,,Sat,,Australia,Horse Racing,,Rosehill,,,Heartlet,1,,Place,,,,3,W,3,2,495.2,6994.4,7.10%,495.20%,"$49,524.50 ",W,,,,,,,,,,,,,,,,,,,,,,,,,,
01-12-18,Luke Murrell,,Sat,,Australia,Horse Racing,,Rosehill,,,Krameric,1.5,,Win,,,,3.2,L,0,-1.5,493.7,6995.9,7.10%,493.70%,"$49,374.50 ",L,,,,,,,,,,,,,,,,,,,,,,,,,,
01-12-18,Luke Murrell,,Sat,,Australia,Horse Racing,,Rosehill,,,Krameric,3,,Win,,,,3.2,L,0,-3,490.7,6998.9,7.00%,490.70%,"$49,074.50 ",L,,,,,,,,,,,,,,,,,,,,,,,,,,
01-12-18,Luke Murrell,,Sat,,Australia,Horse Racing,,Rosehill,,,Spectrscope,1,,Win,,,,10,L,0,-1,489.7,6999.9,7.00%,489.70%,"$48,974.50 ",L,,,,,,,,,,,,,,,,,,,,,,,,,,
01-12-18,Luke Murrell,,Sat,,Australia,Horse Racing,,Rosehill,,,Spectrscope,1,,Place,,,,3,L,0,-1,488.7,7000.9,7.00%,488.70%,"$48,874.50 ",L,,,,,,,,,,,,,,,,,,,,,,,,,,
01-12-18,Luke Murrell,,Sat,,Australia,Horse Racing,,Rosehill,,,Spending To Win,0.5,,Win,,,,9,L,0,-0.5,488.2,7001.4,7.00%,488.20%,"$48,824.50 ",L,,,,,,,,,,,,,,,,,,,,,,,,,,
01-12-18,Luke Murrell,,Sat,,Australia,Horse Racing,,Rosehill,,,Spending To Win,0.5,,Place,,,,3,L,0,-0.5,487.7,7001.9,7.00%,487.70%,"$48,774.50 ",L,,,,,,,,,,,,,,,,,,,,,,,,,,
01-12-18,Luke Murrell,,Sat,,Australia,Horse Racing,,Toowoomba,,,Bochy,1,,Win,,,,5,L,0,-1,486.7,7002.9,7.00%,486.70%,"$48,674.50 ",L,,,,,,,,,,,,,,,,,,,,,,,,,,
01-12-18,Luke Murrell,,Sat,,Australia,Horse Racing,,Yarra Valley,,,Koodac,1,,Win,,,,4.4,L,0,-1,485.7,7003.9,6.90%,485.70%,"$48,574.50 ",L,,,,,,,,,,,,,,,,,,,,,,,,,,
02-12-18,Luke Murrell,,Sun,,Australia,Horse Racing,,Newcastle,,,Skaggerak,3,,Win,,,,3,W,9,6,491.7,7006.9,7.00%,491.70%,"$49,174.50 ",W,,,,,,,,,,,,,,,,,,,,,,,,,,
02-12-18,Luke Murrell,,Sun,,Australia,Horse Racing,,Newcastle,,,Strasbourg,5,,Win,,,,2.4,W,12,7,498.7,7011.9,7.10%,498.70%,"$49,874.50 ",W,,,,,,,,,,,,,,,,,,,,,,,,,,
04-12-18,Luke Murrell,,Tue,,Australia,Horse Racing,,Scone,,,Elcano,1.5,,Win,,,,4,L,0,-1.5,497.2,7013.4,7.10%,497.20%,"$49,724.50 ",L,,,,,,,,,,,,,,,,,,,,,,,,,,
04-12-18,Luke Murrell,,Tue,,Australia,Horse Racing,,Scone,,,Moobi,2,,Win,,,,2,W,4,2,499.2,7015.4,7.10%,499.20%,"$49,924.50 ",W,,,,,,,,,,,,,,,,,,,,,,,,,,
04-12-18,Luke Murrell,,Tue,,Australia,Horse Racing,,Scone,,,Off The Dial,1,,Win,,,,5,L,0,-1,498.2,7016.4,7.10%,498.20%,"$49,824.50 ",L,,,,,,,,,,,,,,,,,,,,,,,,,,
04-12-18,Luke Murrell,,Tue,,Australia,Horse Racing,,Scone,,,Off The Dial,1.5,,Place,,,,2,L,0,-1.5,496.7,7017.9,7.10%,496.70%,"$49,674.50 ",L,,,,,,,,,,,,,,,,,,,,,,,,,,
04-12-18,Luke Murrell,,Tue,,Australia,Horse Racing,,Scone,,,Shap Speedo,1.5,,Place,,,,2.9,W,4.35,2.85,499.6,7019.4,7.10%,499.60%,"$49,959.50 ",W,,,,,,,,,,,,,,,,,,,,,,,,,,
04-12-18,Luke Murrell,,Tue,,Australia,Horse Racing,,Scone,,,Stella Sea Son,1,,Win,,,,2.3,W,2.3,1.3,500.9,7020.4,7.10%,500.90%,"$50,089.50 ",W,,,,,,,,,,,,,,,,,,,,,,,,,,
06-12-18,Luke Murrell,,Thu,,Australia,Horse Racing,,Gosford,,,Fine Hero,1.5,,Place,,,,1.8,L,0,-1.5,499.4,7021.9,7.10%,499.40%,"$49,939.50 ",L,,,,,,,,,,,,,,,,,,,,,,,,,,
06-12-18,Luke Murrell,,Thu,,Australia,Horse Racing,,Gosford,,,Gogoldcoast,2.5,,Win,,,,1.8,L,0,-2.5,496.9,7024.4,7.10%,496.90%,"$49,689.50 ",L,,,,,,,,,,,,,,,,,,,,,,,,,,
06-12-18,Luke Murrell,,Thu,,Australia,Horse Racing,,Gosford,,,Gunaza,1.5,,Win,,,,5,L,0,-1.5,495.4,7025.9,7.10%,495.40%,"$49,539.50 ",L,,,,,,,,,,,,,,,,,,,,,,,,,,
06-12-18,Luke Murrell,,Thu,,Australia,Horse Racing,,Gosford,,,Lahuna Mountains,0.5,,Win,,,,5,L,0,-0.5,494.9,7026.4,7.00%,494.90%,"$49,489.50 ",L,,,,,,,,,,,,,,,,,,,,,,,,,,
06-12-18,Luke Murrell,,Thu,,Australia,Horse Racing,,Gosford,,,Svelt,3.5,,Win,,,,1.8,W,6.3,2.8,497.7,7029.9,7.10%,497.70%,"$49,769.50 ",W,,,,,,,,,,,,,,,,,,,,,,,,,,
06-12-18,Luke Murrell,,Thu,,Australia,Horse Racing,,Gosford,,,Wokuma,1.5,,Win,,,,3.2,W,4.8,3.3,501,7031.4,7.10%,501.00%,"$50,099.50 ",W,,,,,,,,,,,,,,,,,,,,,,,,,,
08-12-18,Luke Murrell,,Sat,,Australia,Horse Racing,,ascot,,,Acardia Dream,1.5,,Win,,,,2.8,W,4.2,2.7,503.7,7032.9,7.20%,503.70%,"$50,369.50 ",W,,,,,,,,,,,,,,,,,,,,,,,,,,
08-12-18,Luke Murrell,,Sat,,Australia,Horse Racing,,ascot,,,Misty Metal,2.5,,Win,,,,3.4,L,0,-2.5,501.2,7035.4,7.10%,501.20%,"$50,119.50 ",L,,,,,,,,,,,,,,,,,,,,,,,,,,
08-12-18,Luke Murrell,,Sat,,Australia,Horse Racing,,ascot,,,Royal Stature,1,,Win,,,,3,L,0,-1,500.2,7036.4,7.10%,500.20%,"$50,019.50 ",L,,,,,,,,,,,,,,,,,,,,,,,,,,
08-12-18,Luke Murrell,,Sat,,Australia,Horse Racing,,Doomben,,,Als Kingdom,1,,Win,,,,4,L,0,-1,499.2,7037.4,7.10%,499.20%,"$49,919.50 ",L,,,,,,,,,,,,,,,,,,,,,,,,,,
08-12-18,Luke Murrell,,Sat,,Australia,Horse Racing,,Doomben,,,Femme Fireball,1,,Win,,,,4.5,L,0,-1,498.2,7038.4,7.10%,498.20%,"$49,819.50 ",L,,,,,,,,,,,,,,,,,,,,,,,,,,
08-12-18,Luke Murrell,,Sat,,Australia,Horse Racing,,Gunnedah,,,Keighley Sun,0.5,,Win,,,,5,L,0,-0.5,497.7,7038.9,7.10%,497.70%,"$49,769.50 ",L,,,,,,,,,,,,,,,,,,,,,,,,,,
08-12-18,Luke Murrell,,Sat,,Australia,Horse Racing,,Gunnedah,,,Policy,2,,Win,,,,5.5,W,11,9,506.7,7040.9,7.20%,506.70%,"$50,669.50 ",W,,,,,,,,,,,,,,,,,,,,,,,,,,
08-12-18,Luke Murrell,,Sat,,Australia,Horse Racing,,Newcastle,,,Impatience,1,,Win,,,,3.5,W,3.5,2.5,509.2,7041.9,7.20%,509.20%,"$50,919.50 ",W,,,,,,,,,,,,,,,,,,,,,,,,,,
08-12-18,Luke Murrell,,Sat,,Australia,Horse Racing,,Newcastle,,,Katgully Red,2,,Win,,,,4.5,L,0,-2,507.2,7043.9,7.20%,507.20%,"$50,719.50 ",L,,,,,,,,,,,,,,,,,,,,,,,,,,
08-12-18,Luke Murrell,,Sat,,Australia,Horse Racing,,Newcastle,,,Musical Genuis,0.5,,Win,,,,5.5,L,0,-0.5,506.7,7044.4,7.20%,506.70%,"$50,669.50 ",L,,,,,,,,,,,,,,,,,,,,,,,,,,
08-12-18,Luke Murrell,,Sat,,Australia,Horse Racing,,Rosehill,,,Albumin,1,,Win,,,,6,L,0,-1,505.7,7045.4,7.20%,505.70%,"$50,569.50 ",L,,,,,,,,,,,,,,,,,,,,,,,,,,
08-12-18,Luke Murrell,,Sat,,Australia,Horse Racing,,Rosehill,,,Bon Amis,0.5,,Win,,,,5,W,2.5,2,507.7,7045.9,7.20%,507.70%,"$50,769.50 ",W,,,,,,,,,,,,,,,,,,,,,,,,,,
08-12-18,Luke Murrell,,Sat,,Australia,Horse Racing,,Rosehill,,,Creator,0.5,,Win,,,,3.8,L,0,-0.5,507.2,7046.4,7.20%,507.20%,"$50,719.50 ",L,,,,,,,,,,,,,,,,,,,,,,,,,,
08-12-18,Luke Murrell,,Sat,,Australia,Horse Racing,,Rosehill,,,Kilmurcurragh,1,,Win,,,,15,L,0,-1,506.2,7047.4,7.20%,506.20%,"$50,619.50 ",L,,,,,,,,,,,,,,,,,,,,,,,,,,
08-12-18,Luke Murrell,,Sat,,Australia,Horse Racing,,Rosehill,,,Kilmurcurragh,1,,Place,,,,4,L,0,-1,505.2,7048.4,7.20%,505.20%,"$50,519.50 ",L,,,,,,,,,,,,,,,,,,,,,,,,,,
12-12-18,Luke Murrell,,Wed,,Australia,Horse Racing,,Wyong,,,City Of Love,0.5,,Win,,,,9,L,0,-0.5,504.7,7048.9,7.20%,504.70%,"$50,469.50 ",L,,,,,,,,,,,,,,,,,,,,,,,,,,
12-12-18,Luke Murrell,,Wed,,Australia,Horse Racing,,Wyong,,,City Of Love,2,,Place,,,,1.9,L,0,-2,502.7,7050.9,7.10%,502.70%,"$50,269.50 ",L,,,,,,,,,,,,,,,,,,,,,,,,,,
12-12-18,Luke Murrell,,Wed,,Australia,Horse Racing,,Wyong,,,Don’T Doubt Arhur,1,,Win,,,,14,L,0,-1,501.7,7051.9,7.10%,501.70%,"$50,169.50 ",L,,,,,,,,,,,,,,,,,,,,,,,,,,
12-12-18,Luke Murrell,,Wed,,Australia,Horse Racing,,Wyong,,,Don’T Doubt Arhur,1,,Place,,,,4,W,4,3,504.7,7052.9,7.20%,504.70%,"$50,469.50 ",W,,,,,,,,,,,,,,,,,,,,,,,,,,
12-12-18,Luke Murrell,,Wed,,Australia,Horse Racing,,Wyong,,,Jummu,0.5,,Win,,,,7,L,0,-0.5,504.2,7053.4,7.10%,504.20%,"$50,419.50 ",L,,,,,,,,,,,,,,,,,,,,,,,,,,
12-12-18,Luke Murrell,,Wed,,Australia,Horse Racing,,Wyong,,,Jummu,0.5,,Place,,,,2.5,W,1.25,0.75,504.9,7053.9,7.20%,504.90%,"$50,494.50 ",W,,,,,,,,,,,,,,,,,,,,,,,,,,
13-12-18,Luke Murrell,,Thu,,Australia,Horse Racing,,Coffs Harbour,,,Bubbles Ball,0.5,,Win,,,,2.4,W,1.2,0.7,505.6,7054.4,7.20%,505.60%,"$50,564.50 ",W,,,,,,,,,,,,,,,,,,,,,,,,,,
13-12-18,Luke Murrell,,Thu,,Australia,Horse Racing,,Coffs Harbour,,,Moana Marie,0.5,,Win,,,,12,W,6,5.5,511.1,7054.9,7.20%,511.10%,"$51,114.50 ",W,,,,,,,,,,,,,,,,,,,,,,,,,,
13-12-18,Luke Murrell,,Thu,,Australia,Horse Racing,,Coffs Harbour,,,Spirit Of Indigo,2.5,,Win,,,,2.4,L,0,-2.5,508.6,7057.4,7.20%,508.60%,"$50,864.50 ",L,,,,,,,,,,,,,,,,,,,,,,,,,,
14-12-18,Luke Murrell,,Fri,,Australia,Horse Racing,,Canterbury,,,Devachan,2.5,,Win,,,,2.2,L,0,-2.5,506.1,7059.9,7.20%,506.10%,"$50,614.50 ",L,,,,,,,,,,,,,,,,,,,,,,,,,,
14-12-18,Luke Murrell,,Fri,,Australia,Horse Racing,,Canterbury,,,Russian Romeo,0.5,,Win,,,,12,L,0,-0.5,505.6,7060.4,7.20%,505.60%,"$50,564.50 ",L,,,,,,,,,,,,,,,,,,,,,,,,,,
14-12-18,Luke Murrell,,Fri,,Australia,Horse Racing,,Canterbury,,,Russian Romeo,1,,Place,,,,4,L,0,-1,504.6,7061.4,7.10%,504.60%,"$50,464.50 ",L,,,,,,,,,,,,,,,,,,,,,,,,,,
14-12-18,Luke Murrell,,Fri,,Australia,Horse Racing,,Ipswich,,,Nothing For The Press,1.5,,Win,,,,3.1,W,4.65,3.15,507.8,7062.9,7.20%,507.80%,"$50,779.50 ",W,,,,,,,,,,,,,,,,,,,,,,,,,,
14-12-18,Luke Murrell,,Fri,,Australia,Horse Racing,,Scone,,,Kookabaa,1,,Win,,,,6,L,0,-1,506.8,7063.9,7.20%,506.80%,"$50,679.50 ",L,,,,,,,,,,,,,,,,,,,,,,,,,,
14-12-18,Luke Murrell,,Fri,,Australia,Horse Racing,,Scone,,,Legendofoz,1,,Win,,,,9,L,0,-1,505.8,7064.9,7.20%,505.80%,"$50,579.50 ",L,,,,,,,,,,,,,,,,,,,,,,,,,,
14-12-18,Luke Murrell,,Fri,,Australia,Horse Racing,,Scone,,,Miss Fischer,0.5,,Win,,,,12,L,0,-0.5,505.3,7065.4,7.20%,505.30%,"$50,529.50 ",L,,,,,,,,,,,,,,,,,,,,,,,,,,
14-12-18,Luke Murrell,,Fri,,Australia,Horse Racing,,Scone,,,Not Surprising,0.5,,Place,,,,7,L,0,-0.5,504.8,7065.9,7.10%,504.80%,"$50,479.50 ",L,,,,,,,,,,,,,,,,,,,,,,,,,,
14-12-18,Luke Murrell,,Fri,,Australia,Horse Racing,,Scone,,,Regunbra,0.5,,Win,,,,9,L,0,-0.5,504.3,7066.4,7.10%,504.30%,"$50,429.50 ",L,,,,,,,,,,,,,,,,,,,,,,,,,,
14-12-18,Luke Murrell,,Fri,,Australia,Horse Racing,,Scone,,,Strictly Legit,3,,Win,,,,4,L,0,-3,501.3,7069.4,7.10%,501.30%,"$50,129.50 ",L,,,,,,,,,,,,,,,,,,,,,,,,,,
16-12-18,Luke Murrell,,Sun,,Australia,Horse Racing,,Bendigo,,,At Dusk,1,,Win,,,,11,L,0,-1,500.3,7070.4,7.10%,500.30%,"$50,029.50 ",L,,,,,,,,,,,,,,,,,,,,,,,,,,
16-12-18,Luke Murrell,,Sun,,Australia,Horse Racing,,Bendigo,,,At Dusk,1,,Place,,,,3,L,0,-1,499.3,7071.4,7.10%,499.30%,"$49,929.50 ",L,,,,,,,,,,,,,,,,,,,,,,,,,,
16-12-18,Luke Murrell,,Sun,,Australia,Horse Racing,,Hawkesbury,,,Angelo,1.5,,Win,,,,6,L,0,-1.5,497.8,7072.9,7.00%,497.80%,"$49,779.50 ",L,,,,,,,,,,,,,,,,,,,,,,,,,,
16-12-18,Luke Murrell,,Sun,,Australia,Horse Racing,,Hawkesbury,,,Bad Boy For Love,1.5,,Win,,,,8,W,12,10.5,508.3,7074.4,7.20%,508.30%,"$50,829.50 ",W,,,,,,,,,,,,,,,,,,,,,,,,,,
16-12-18,Luke Murrell,,Sun,,Australia,Horse Racing,,Hawkesbury,,,Blazing Beau,1,,Win,,,,9,L,0,-1,507.3,7075.4,7.20%,507.30%,"$50,729.50 ",L,,,,,,,,,,,,,,,,,,,,,,,,,,
16-12-18,Luke Murrell,,Sun,,Australia,Horse Racing,,Hawkesbury,,,Fame Shines,0.5,,Win,,,,8,L,0,-0.5,506.8,7075.9,7.20%,506.80%,"$50,679.50 ",L,,,,,,,,,,,,,,,,,,,,,,,,,,
16-12-18,Luke Murrell,,Sun,,Australia,Horse Racing,,Hawkesbury,,,Im Alegend,3,,Win,,,,4.8,L,0,-3,503.8,7078.9,7.10%,503.80%,"$50,379.50 ",L,,,,,,,,,,,,,,,,,,,,,,,,,,
16-12-18,Luke Murrell,,Sun,,Australia,Horse Racing,,Hawkesbury,,,Publish,0.5,,Win,,,,13,L,0,-0.5,503.3,7079.4,7.10%,503.30%,"$50,329.50 ",L,,,,,,,,,,,,,,,,,,,,,,,,,,
17-12-18,Luke Murrell,,Mon,,Australia,Horse Racing,,Taree,,,Waigela,2,,Win,,,,4.8,L,0,-2,501.3,7081.4,7.10%,501.30%,"$50,129.50 ",L,,,,,,,,,,,,,,,,,,,,,,,,,,
17-12-18,Luke Murrell,,Mon,,Australia,Horse Racing,,Taree,,,Destony Kiss,1,,Win,,,,3.8,W,3.8,2.8,504.1,7082.4,7.10%,504.10%,"$50,409.50 ",W,,,,,,,,,,,,,,,,,,,,,,,,,,
18-12-18,Luke Murrell,,Tue,,Australia,Horse Racing,,Armidale,,,Kealigh Sun,1,,Win,,,,6,L,0,-1,503.1,7083.4,7.10%,503.10%,"$50,309.50 ",L,,,,,,,,,,,,,,,,,,,,,,,,,,
18-12-18,Luke Murrell,,Tue,,Australia,Horse Racing,,Armidale,,,Inya Skyrocket,3,,Win,,,,3,L,0,-3,500.1,7086.4,7.10%,500.10%,"$50,009.50 ",L,,,,,,,,,,,,,,,,,,,,,,,,,,
21-12-18,Luke Murrell,12.10pm,Fri,,Australia,Horse Racing,,Kensington,1,7,Skyann,3,Bet now- some places have him $9- but im betting now - Take the $7 that is everywhere if you dont have the right accounts,Win,,7,Fixed,7,un,0,-3,497.1,7089.4,7.00%,497.10%,"$49,709.50 ",L,,,,,,,,,,,,,,,,,,,,,,,,,,
21-12-18,Luke Murrell,12.10pm,Fri,,Australia,Horse Racing,,Kensington,2,5,Stock Up,2,Bet now,Win,,6,Fixed,6,un,0,-2,495.1,7091.4,7.00%,495.10%,"$49,509.50 ",L,,,,,,,,,,,,,,,,,,,,,,,,,,
21-12-18,Luke Murrell,12.10pm,Fri,,Australia,Horse Racing,,Kensington,2,6,Tycoon Street,1,Bet now,Win,,6,Fixed,6,2,0,-1,494.1,7092.4,7.00%,494.10%,"$49,409.50 ",L,,,,,,,,,,,,,,,,,,,,,,,,,,
21-12-18,Luke Murrell,12.10pm,Fri,,Australia,Horse Racing,,Kensington,6,4,Sikhing Glory,2,,Win,,5,BOB,4.5,3,0,-2,492.1,7094.4,6.90%,492.10%,"$49,209.50 ",L,,,,,,,,,,,,,,,,,,,,,,,,,,
21-12-18,Luke Murrell,12.10pm,Fri,,Australia,Horse Racing,,Kensington,6,12,Tell Me,2,,Win,,2.7,BOB,2.7,1,5.4,3.4,495.5,7096.4,7.00%,495.50%,"$49,549.50 ",W,,,,,,,,,,,,,,,,,,2.7,2.53,2.87,2.7,2.6,,,,
21-12-18,Luke Murrell,12.10pm,Fri,,Australia,Horse Racing,,Yarra Valley,1,1,Expansion,4,,Win,,2.8,BOB,2.15,1,8.6,4.6,500.1,7100.4,7.00%,500.10%,"$50,009.50 ",W,,,,,,,,,,,,,,,,,,2.8,1.96,2.09,2.15,1.95,,,,
21-12-18,Luke Murrell,12.10pm,Fri,,Australia,Horse Racing,,Moonee Valley,1,11,Victory Kingdom,1,,Win,,4.8,BOB,4.4,2,0,-1,499.1,7101.4,7.00%,499.10%,"$49,909.50 ",L,,,,,,,,,,,,,,,,,,,,,,,,,,
21-12-18,Luke Murrell,12.10pm,Fri,,Australia,Horse Racing,,Kensington,4,10,Dunbrody Power,2,,Win,,6,BOB,3.6,2,0,-2,497.1,7103.4,7.00%,497.10%,"$49,709.50 ",L,,,,,,,,,,,,,,,,,,,,,,,,,,
21-12-18,Luke Murrell,12.10pm,Fri,,Australia,Horse Racing,,Kensington,4,10,Dunbrody Power,2,,Place,,2.25,BFSP,1.44,2,2.89,0.89,498,7105.4,7.00%,498.00%,"$49,798.50 ",W,,,,,,,,,,,,,,,,,,,,,,,2.25,1.5,2.41,1.56
22-12-18,Luke Murrell,9.31am,Sat,,Australia,Horse Racing,,Warwick Farm,2,2,Moobi,3,Hermerle 2nd up and B1 happy to take him on,Win,,4,BOB,4.8,1,14.4,11.4,509.4,7108.4,7.20%,509.40%,"$50,938.50 ",W,,,,,,,,,,,,,,,,,,4,3.7,4.69,4.4,4.4,,,,
22-12-18,Luke Murrell,9.31am,Sat,,Australia,Horse Racing,,Warwick Farm,6,8,The Art Of The Bar,3,Must get the price,Win,,2.2,BOB,2.2,2,0,-3,506.4,7111.4,7.10%,506.40%,"$50,638.50 ",L,,,,,,,,,,,,,,,,,,,,,,,,,,
22-12-18,Luke Murrell,9.31am,Sat,,Australia,Horse Racing,,Warwick Farm,6,13,Lucky Louie,0,,Place,,3.5,BFSP,3.5,4,0,0,506.4,7111.4,7.10%,506.40%,"$50,638.50 ",L,,,,,,,,,,,,,,,,,,,,,,,,,,
22-12-18,Luke Murrell,9.31am,Sat,,Australia,Horse Racing,,Newcastle,1,2,Dawn Raid,1,,Win,,3.2,BOB,3,1,3,2,508.4,7112.4,7.10%,508.40%,"$50,838.50 ",W,,,,,,,,,,,,,,,,,,3.2,2.93,3.23,2.6,2.6,,,,
22-12-18,Luke Murrell,9.31am,Sat,,Australia,Horse Racing,,Newcastle,2,2,Invincible Lad,2.5,Dreamy belle a cat and banking on toppie finding them too sharp ,Win,,2.7,BOB,2.7,3,0,-2.5,505.9,7114.9,7.10%,505.90%,"$50,588.50 ",L,,,,,,,,,,,,,,,,,,,,,,,,,,
22-12-18,Luke Murrell,9.31am,Sat,,Australia,Horse Racing,,Newcastle,8,4,Home Scene,2.5,"
Bet now",Win,,4.5,Fixed,4.5,3,0,-2.5,503.4,7117.4,7.10%,503.40%,"$50,338.50 ",L,,,,,,,,,,,,,,,,,,,,,,,,,,
22-12-18,Luke Murrell,9.31am,Sat,,Australia,Horse Racing,,Flemington,2,4,Poised To Strike,1,BET NOW,Win,,5,Fixed,5,1,5,4,507.4,7118.4,7.10%,507.40%,"$50,738.50 ",W,,,,,,,,,,,,,,,,,,5,5.76,6.72,5.5,5,,,,
22-12-18,Luke Murrell,9.31am,Sat,,Australia,Horse Racing,,Flemington,2,4,Poised To Strike,1,BET NOW,Place,,2,Fixed,2,1,2,1,508.4,7119.4,7.10%,508.40%,"$50,838.50 ",W,,,,,,,,,,,,,,,,,,,,,,,2,2,2.11,2.28
22-12-18,Luke Murrell,9.31am,Sat,,Australia,Horse Racing,,Flemington,5,7,Renegade,5,BET NOW- I know this is a massive bet especially if you have just started but I have this $3.80 and the price is just wrong- in these situations you have to bet- win or lose it’s an amazing bet,Win,,8,Fixed,8,4,0,-5,503.4,7124.4,7.10%,503.40%,"$50,338.50 ",L,,,,,,,,,,,,,,,,,,,,,,,,,,
22-12-18,Luke Murrell,9.31am,Sat,,Australia,Horse Racing,,Flemington,5,7,Renegade,5,BET NOW- I know this is a massive bet especially if you have just started but I have this $3.80 and the price is just wrong- in these situations you have to bet- win or lose it’s an amazing bet,Place,,2.5,Fixed,2.5,4,0,-5,498.4,7129.4,7.00%,498.40%,"$49,838.50 ",L,,,,,,,,,,,,,,,,,,,,,,,,,,
22-12-18,Luke Murrell,9.31am,Sat,,Australia,Horse Racing,,Flemington,7,4,Haunted,2,,Win,,3.2,BOB,3,3,0,-2,496.4,7131.4,7.00%,496.40%,"$49,638.50 ",L,,,,,,,,,,,,,,,,,,,,,,,,,,
22-12-18,Luke Murrell,9.31am,Sat,,Australia,Horse Racing,,Flemington,9,3,Bord De Gain,1,Id suggest betfair will be better shopping in such a open race,Win,,35,BOB,44.3,un,0,-1,495.4,7132.4,6.90%,495.40%,"$49,538.50 ",L,,,,,,,,,,,,,,,,,,,,,,,,,,
22-12-18,Luke Murrell,9.31am,Sat,,Australia,Horse Racing,,Flemington,9,3,Bord De Gain,1,Id suggest betfair will be better shopping in such a open race,Place,,8.5,BFSP,9.7,un,0,-1,494.4,7133.4,6.90%,494.40%,"$49,438.50 ",L,,,,,,,,,,,,,,,,,,,,,,,,,,
22-12-18,Luke Murrell,9.31am,Sat,,Australia,Horse Racing,,Warwick Farm,8,13,Sure Knee,1,First up and heavy track not ideal but I have it $6 bet now,Win,,10,Fixed,10,4,0,-1,493.4,7134.4,6.90%,493.40%,"$49,338.50 ",L,,,,,,,,,,,,,,,,,,,,,,,,,,
22-12-18,Luke Murrell,9.31am,Sat,,Australia,Horse Racing,,Warwick Farm,8,13,Sure Knee,1,First up and heavy track not ideal but I have it $6 bet now,Place,,3.2,Fixed,3.2,4,0,-1,492.4,7135.4,6.90%,492.40%,"$49,238.50 ",L,,,,,,,,,,,,,,,,,,,,,,,,,,
22-12-18,Luke Murrell,9.31am,Sat,,Australia,Horse Racing,,Warwick Farm,9,11,Bel Sonic,1,Interstate horse so should drift esp with inside draw which is not ideal – could get to $12 +,Win,,8,BOB,5.8,2,0,-1,491.4,7136.4,6.90%,491.40%,"$49,138.50 ",L,,,,,,,,,,,,,,,,,,,,,,,,,,
22-12-18,Luke Murrell,9.31am,Sat,,Australia,Horse Racing,,Warwick Farm,9,11,Bel Sonic,1,Interstate horse so should drift esp with inside draw which is not ideal – could get to $12 +,Place,,2.5,BFSP,1.91,2,1.91,0.91,492.3,7137.4,6.90%,492.30%,"$49,229.50 ",W,,,,,,,,,,,,,,,,,,,,,,,2.5,2.1,1.93,2.24
22-12-18,Luke Murrell,9.31am,Sat,,Australia,Horse Racing,,Newcastle,7,7,Verlan,3,,Win,,3.5,BOB,3.5,un,0,-3,489.3,7140.4,6.90%,489.30%,"$48,929.50 ",L,,,,,,,,,,,,,,,,,,,,,,,,,,
23-12-18,Luke Murrell,10.02am,Sun,,Australia,Horse Racing,,Taree,3,1,Jay'n'jay,1,Bet now- this race is legless and trial is good enough for this plus J Duggan is a gun and underrated,Win,,7,Fixed,7,un,0,-1,488.3,7141.4,6.80%,488.30%,"$48,829.50 ",L,,,,,,,,,,,,,,,,,,,,,,,,,,
23-12-18,Luke Murrell,10.02am,Sun,,Australia,Horse Racing,,Taree,3,8,Manhattan Gambler,0.5,,Win,,8,BOB,12,2,0,-0.5,487.8,7141.9,6.80%,487.80%,"$48,779.50 ",L,,,,,,,,,,,,,,,,,,,,,,,,,,
