DATE,ANALYST,TIME SENT,EVENT DAY,EVENT START,LOCATION,SPORT,EVENT TYPE,EVENT,RACE,NO.,SELECTION,UNITS INVESTED,MARKET ADVICE,MARKET TYPE,MARKET LINE / TOTAL,BET          LINE / TOTAL,AGENCY,W.E.I. ODDS,RESULT,UNITS COLLECTED,P/L,CUMULATIVE P/L,CUMULATIVE UNITS INVESTED,POT%,ROI%,PROFIT ($100 UNIT),BET WIN LOSE,PRICE,COMMISION,EMAIL ODDS,AVAILABLE ODDS,BEST FIXED EMAIL SENT,BEST FIXED CLOSING,BETFAIR SP,BOB/BTSP,BEST TOTE,AGENCY,EMAIL BEST LINE / TOTAL,EMAIL BEST ODDS,RESULT,CLOSING LINE,CLOSING PINNACLE,CLOSING BETFAIR,RESULT,EMAIL,GOAT,BFSP,TF,SP,EMAIL,Mid Tote,GOAT,BFSP,MID TOTE,HIGHEST FIXED CLOSING PRICE,SB OPENING PRICE,BFSP Converted P&L Less Commission,BFSP Price Less Commission,Fixed,Fixed Converted P&L Less Stake,BOB
1/09/2018,John's Analytics,,Sat,1452,Australia,Horse Racing,,BIRDSVILLE,4,3,YEEZY,0.35,,Win,,,B365,17,0,0,-0.35,192.9,1430.8,13.50%,192.90%,19292.2,F,,,17,17,17,2.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/09/2018,John's Analytics,,Sat,1452,Australia,Horse Racing,,BIRDSVILLE,4,3,YEEZY,0.7,,Place,,,EASY,4.2,0,0,-0.7,192.2,1431.5,13.40%,192.20%,19222.2,F,,,4.2,4.4,4.2,1.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/09/2018,John's Analytics,,Sat,1526,Australia,Horse Racing,,GRAFTON,6,1,CARO CAVALLO,0.5,,Win,,,Ubet,4,1,2,1.5,193.7,1432,13.50%,193.70%,19372.2,W,,,4,4.2,4,2.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/09/2018,John's Analytics,,Sat,1558,Australia,Horse Racing,,BELMONT PARK,3,7,SCOONER,0.25,,Win,,,Ubet,23,0,0,-0.25,193.5,1432.2,13.50%,193.50%,19347.2,F,,,23,23,23,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/09/2018,John's Analytics,,Sat,1558,Australia,Horse Racing,,BELMONT PARK,3,7,SCOONER,0.5,,Place,,,LAD,5.8,0,0,-0.5,193,1432.7,13.50%,193.00%,19297.2,F,,,5.8,6,5.8,5.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/09/2018,John's Analytics,,Sun,1352,Australia,Horse Racing,,DEVONPORT,4,4,HUSSON PARK,0.5,,Win,,,Ubet,3.1,0,0,-0.5,192.5,1433.2,13.40%,192.50%,19247.2,F,,,3.1,3.1,3.1,3.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/09/2018,John's Analytics,,Sun,1543,Australia,Horse Racing,,DEVONPORT,7,10,SHIVIDA,0.2,,Win,,,VicFix,34,0,0,-0.2,192.3,1433.4,13.40%,192.30%,19227.2,F,,,34,35,34,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/09/2018,John's Analytics,,Sun,1543,Australia,Horse Racing,,DEVONPORT,7,10,SHIVIDA,0.4,,Place,,,EASY,8.5,0,0,-0.4,191.9,1433.8,13.40%,191.90%,19187.2,F,,,8.5,9.5,8.5,6.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/09/2018,John's Analytics,,Sun,1649,Australia,Horse Racing,,KALGOORLIE,3,5,MERVYN,0.5,,Win,,,Ubet,3.8,1,1.9,1.4,193.3,1434.3,13.50%,193.30%,19327.2,W,,,3.8,3.8,3.8,3.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/09/2018,John's Analytics,,Sun,1700,Australia,Horse Racing,,GEELONG,10,14,SIRIUS SUSPECT,0.5,,Win,,,Ubet,10,0,0,-0.5,192.8,1434.8,13.40%,192.80%,19277.2,F,,,10,10,10,8.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/09/2018,John's Analytics,,Sun,1700,Australia,Horse Racing,,GEELONG,10,14,SIRIUS SUSPECT,1,,Place,,,SB,3.2,0,0,-1,191.8,1435.8,13.40%,191.80%,19177.2,F,,,3.2,3.4,3.2,2.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/09/2018,John's Analytics,,Mon,1530,Australia,Horse Racing,,WANGARATTA,7,13,SUPER ROCKSTAR,0.25,,Win,,,Ubet,23,0,0,-0.25,191.5,1436.1,13.30%,191.50%,19152.2,F,,,23,23,23,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/09/2018,John's Analytics,,Mon,1530,Australia,Horse Racing,,WANGARATTA,7,13,SUPER ROCKSTAR,0.5,,Place,,,Ubet,5.5,0,0,-0.5,191,1436.6,13.30%,191.00%,19102.2,F,,,5.5,6,5.5,3.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/09/2018,John's Analytics,,Tue,1345,Australia,Horse Racing,,TOWNSVILLE,1,2,YOU KNOW THE ONE,0.5,,Win,,,Ubet,4.2,0,0,-0.5,190.5,1437.1,13.30%,190.50%,19052.2,F,,,4.2,4.2,4.2,2.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/09/2018,John's Analytics,,Wed,1335,Australia,Horse Racing,,BALLARAT,3,13,SUBRAISE,0.5,,Win,,,SB,2,1,1,0.5,191,1437.6,13.30%,191.00%,19102.2,W,,,2,2.1,2,1.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/09/2018,John's Analytics,,Wed,1445,Australia,Horse Racing,,BALLARAT,5,3,RAKTI ROULETTE,0.5,,Win,,,Ubet,9,1,4.5,4,195,1438.1,13.60%,195.00%,19502.2,W,,,9,9,9,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/09/2018,John's Analytics,,Wed,1445,Australia,Horse Racing,,BALLARAT,5,3,RAKTI ROULETTE,1,,Place,,,SB,2.35,1,2.35,1.35,196.4,1439.1,13.60%,196.40%,19637.2,W,,,2.35,2.4,2.35,2.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/09/2018,John's Analytics,,Wed,1610,Australia,Horse Racing,,STRATHALBYN,6,7,UNRELATED,0.35,,Win,,,EASY,16,0,0,-0.35,196,1439.4,13.60%,196.00%,19602.2,F,,,16,17,16,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/09/2018,John's Analytics,,Wed,1610,Australia,Horse Racing,,STRATHALBYN,6,7,UNRELATED,0.7,,Place,,,B365,4.4,0,0,-0.7,195.3,1440.1,13.60%,195.30%,19532.2,F,,,4.4,4.6,4.4,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/09/2018,John's Analytics,,Thu,1400,Australia,Horse Racing,,ECHUCA,2,13,BIONICS,0.5,,Win,,,SB,9.5,2,0,-0.5,194.8,1440.6,13.50%,194.80%,19482.2,F,,,9.5,10,9.5,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/09/2018,John's Analytics,,Thu,1400,Australia,Horse Racing,,ECHUCA,2,13,BIONICS,1,,Place,,,EASY,2.9,2,2.9,1.9,196.7,1441.6,13.60%,196.70%,19672.2,W,,,2.9,3,2.9,2.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/09/2018,John's Analytics,,Thu,1500,Australia,Horse Racing,,ECHUCA,4,9,MASTERBRAX,0.5,,Win,,,LAD,3.7,1,1.85,1.35,198.1,1442.1,13.70%,198.10%,19807.2,W,,,3.7,4,3.7,2.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/09/2018,John's Analytics,,Thu,1700,Australia,Horse Racing,,ECHUCA,8,11,BELLE XAAR,0.5,,Win,,,LAD,4.5,0,0,-0.5,197.6,1442.6,13.70%,197.60%,19757.2,F,,,4.5,4.8,4.5,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/09/2018,John's Analytics,,Thu,1710,Australia,Horse Racing,,GOSFORD,8,13,ROCK ON ZARIZ,0.45,,Win,,,LAD,13,0,0,-0.45,197.1,1443.1,13.70%,197.10%,19712.2,F,,,13,14,13,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/09/2018,John's Analytics,,Thu,1710,Australia,Horse Racing,,GOSFORD,8,13,ROCK ON ZARIZ,0.9,,Place,,,LAD,4,0,0,-0.9,196.2,1444,13.60%,196.20%,19622.2,F,,,4,4,4,3.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/09/2018,John's Analytics,,Thu,1800,Australia,Horse Racing,,NORTHAM,6,2,PIXATED,0.5,,Win,,,Ubet,3.6,0,0,-0.5,195.7,1444.5,13.50%,195.70%,19572.2,F,,,3.6,3.6,3.6,4.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/09/2018,John's Analytics,,Fri,1645,Australia,Horse Racing,,CAIRNS,7,6,ESTRELLA FELLA,0.5,,Win,,,EASY,8.5,0,0,-0.5,195.2,1445,13.50%,195.20%,19522.2,F,,,8.5,9,8.5,7.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/09/2018,John's Analytics,,Fri,1645,Australia,Horse Racing,,CAIRNS,7,6,ESTRELLA FELLA,1,,Place,,,LAD,2.8,0,0,-1,194.2,1446,13.40%,194.20%,19422.2,F,,,2.8,2.9,2.8,2.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/09/2018,John's Analytics,,Sat,1436,Australia,Horse Racing,,CAIRNS,4,7,FLYING ONE MORE,0.5,,Win,,,LAD,12,0,0,-0.5,193.7,1446.5,13.40%,193.70%,19372.2,F,,,12,13,12,9.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/09/2018,John's Analytics,,Sat,1436,Australia,Horse Racing,,CAIRNS,4,7,FLYING ONE MORE,1,,Place,,,Ubet,3.2,0,0,-1,192.7,1447.5,13.30%,192.70%,19272.2,F,,,3.2,3.5,3.2,2.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/09/2018,John's Analytics,,Sat,1726,Australia,Horse Racing,,TOOWOOMBA,1,9,NAMO KEKENI,0.5,,Win,,,SB,2.4,0,0,-0.5,192.2,1448,13.30%,192.20%,19222.2,F,,,2.4,2.6,2.4,2.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/09/2018,John's Analytics,,Sun,1525,Australia,Horse Racing,,NARACOORTE,5,10,CEALLACH,0.2,,Win,,,VicFix,26,0,0,-0.2,192,1448.2,13.30%,192.00%,19202.2,F,,,26,27,26,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/09/2018,John's Analytics,,Sun,1525,Australia,Horse Racing,,NARACOORTE,5,10,CEALLACH,0.4,,Place,,,SB,9.5,0,0,-0.4,191.6,1448.6,13.20%,191.60%,19162.2,F,,,9.5,10,9.5,4.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/09/2018,John's Analytics,,Sun,1537,Australia,Horse Racing,,MUSWELLBROOK,5,6,MAJESTIC PEDRILLE,0.5,,Win,,,Ubet,5,1,2.5,2,193.6,1449.1,13.40%,193.60%,19362.2,W,,,5,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/09/2018,John's Analytics,,Mon,1630,Australia,Horse Racing,,WODONGA,7,13,AUTONOMOUS,0.35,,Win,,,EASY,16,1,5.6,5.25,198.9,1449.4,13.70%,198.90%,19887.2,W,,,16,17,16,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/09/2018,John's Analytics,,Mon,1630,Australia,Horse Racing,,WODONGA,7,13,AUTONOMOUS,0.7,,Place,,,Ubet,4.4,1,3.08,2.38,201.3,1450.1,13.90%,201.30%,20125.2,W,,,4.4,4.6,4.4,3.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/09/2018,John's Analytics,,Tue,1355,Australia,Horse Racing,,MACKAY,1,4,BAWAARDI ROCKET,0.5,,Win,,,Ubet,8.5,0,0,-0.5,200.8,1450.6,13.80%,200.80%,20075.2,F,,,8.5,9.5,8.5,9.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/09/2018,John's Analytics,,Tue,1355,Australia,Horse Racing,,MACKAY,1,4,BAWAARDI ROCKET,1,,Place,,,SB,3.5,1,3.5,2.5,203.3,1451.6,14.00%,203.30%,20325.2,W,,,3.5,3.6,3.5,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/09/2018,John's Analytics,,Tue,1355,Australia,Horse Racing,,MACKAY,1,6,SAGRE'S POINT,0.5,,Win,,,Ubet,8,0,0,-0.5,202.8,1452.1,14.00%,202.80%,20275.2,F,,,8,9,8,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/09/2018,John's Analytics,,Tue,1355,Australia,Horse Racing,,MACKAY,1,6,SAGRE'S POINT,1,,Place,,,VicFix,3.2,0,0,-1,201.8,1453.1,13.90%,201.80%,20175.2,F,,,3.2,3.4,3.2,2.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/09/2018,John's Analytics,,Tue,1730,Australia,Horse Racing,,MACKAY,7,2,ESTRELLA FELLA,0.5,,Win,,,EASY,9,0,0,-0.5,201.3,1453.6,13.80%,201.30%,20125.2,F,,,9,11,9,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/09/2018,John's Analytics,,Tue,1730,Australia,Horse Racing,,MACKAY,7,2,ESTRELLA FELLA,1,,Place,,,EASY,2.6,0,0,-1,200.3,1454.6,13.80%,200.30%,20025.2,F,,,2.6,3.2,2.6,2.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/09/2018,John's Analytics,,Wed,1514,Australia,Horse Racing,,BELMONT PARK,1,9,STELLA ANNE,0.2,,Win,,,Ubet,31,1,6.2,6,206.3,1454.8,14.20%,206.30%,20625.2,W,,,31,31,31,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/09/2018,John's Analytics,,Wed,1514,Australia,Horse Racing,,BELMONT PARK,1,9,STELLA ANNE,0.4,,Place,,,LAD,5.6,1,2.24,1.84,208.1,1455.2,14.30%,208.10%,20809.2,W,,,5.6,6,5.6,3.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/09/2018,John's Analytics,,Wed,1638,Australia,Horse Racing,,SUNSHINE COAST,7,11,COURAGE WITHIN,0.5,,Win,,,B365,9.5,0,0,-0.5,207.6,1455.7,14.30%,207.60%,20759.2,F,,,9.5,9.5,9.5,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/09/2018,John's Analytics,,Wed,1638,Australia,Horse Racing,,SUNSHINE COAST,7,11,COURAGE WITHIN,1,,Place,,,SB,3.1,1,3.1,2.1,209.7,1456.7,14.40%,209.70%,20969.2,W,,,3.1,3.2,3.1,2.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/09/2018,John's Analytics,,Wed,1705,Australia,Horse Racing,,BENDIGO,8,9,BLAZEJOWSKI,0.5,,Win,,,LAD,4.6,0,0,-0.5,209.2,1457.2,14.40%,209.20%,20919.2,F,,,4.6,4.8,4.6,3.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13/09/2018,John's Analytics,,Thu,1500,Australia,Horse Racing,,MORNINGTON,4,7,DIVINE MR TYCOON,0.5,,Win,,,Ubet,4.8,2,0,-0.5,208.7,1457.7,14.30%,208.70%,20869.2,F,,,4.8,4.8,4.8,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13/09/2018,John's Analytics,,Thu,1635,Australia,Horse Racing,,GRAFTON,9,9,PRINCESS ELLE,0.5,,Win,,,Ubet,5,1,2.5,2,210.7,1458.2,14.40%,210.70%,21069.2,W,,,5,5,5,3.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13/09/2018,John's Analytics,,Thu,1635,Australia,Horse Racing,,GRAFTON,9,9,PRINCESS ELLE,1,,Place,,,EASY,2,1,2,1,211.7,1459.2,14.50%,211.70%,21169.2,W,,,2,2.1,2,1.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14/09/2018,John's Analytics,,Fri,1400,Australia,Horse Racing,,SWAN HILL,2,6,KAPLUMPICH,0.5,,Win,,,EASY,2,0,0,-0.5,211.2,1459.7,14.50%,211.20%,21119.2,F,,,2,2.1,2,1.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15/09/2018,John's Analytics,,Sat,1336,Australia,Horse Racing,,WAGGA,1,1,LIU BANG,0.5,,Win,,,LAD,2.35,1,1.18,0.68,211.9,1460.2,14.50%,211.90%,21186.7,W,,,2.35,2.4,2.35,2.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15/09/2018,John's Analytics,,Sat,1558,Australia,Horse Racing,,ARMIDALE,5,4,ROSETTA'S COMET,0.5,,Win,,,Ubet,11,0,0,-0.5,211.4,1460.7,14.50%,211.40%,21136.7,F,,,11,11,11,8.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15/09/2018,John's Analytics,,Sat,1558,Australia,Horse Racing,,ARMIDALE,5,4,ROSETTA'S COMET,1,,Place,,,EASY,3.4,2,3.4,2.4,213.8,1461.7,14.60%,213.80%,21376.7,W,,,3.4,3.5,3.4,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15/09/2018,John's Analytics,,Sat,1632,Australia,Horse Racing,,GATTON,7,2,I'VE GOT FRIENDS,0.3,,Win,,,Ubet,19,0,0,-0.3,213.5,1462,14.60%,213.50%,21346.7,F,,,19,20,19,8.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15/09/2018,John's Analytics,,Sat,1632,Australia,Horse Racing,,GATTON,7,2,I'VE GOT FRIENDS,0.6,,Place,,,SB,4,0,0,-0.6,212.9,1462.6,14.60%,212.90%,21286.7,F,,,4,4.3,4,2.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16/09/2018,John's Analytics,,Sun,1145,Australia,Horse Racing,,GEELONG,1,6,DESIGN ROUGE,0.5,,Win,,,LAD,3.8,2,0,-0.5,212.4,1463.1,14.50%,212.40%,21236.7,F,,,3.8,3.9,3.8,4.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16/09/2018,John's Analytics,,Sun,1255,Australia,Horse Racing,,GEELONG,3,9,GREY KHAN,0.5,,Win,,,Ubet,10,0,0,-0.5,211.9,1463.6,14.50%,211.90%,21186.7,F,,,10,12,10,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16/09/2018,John's Analytics,,Sun,1255,Australia,Horse Racing,,GEELONG,3,9,GREY KHAN,1,,Place,,,EASY,3,0,0,-1,210.9,1464.6,14.40%,210.90%,21086.7,F,,,3,3.4,3,2.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16/09/2018,John's Analytics,,Sun,1350,Australia,Horse Racing,,DUBBO,3,13,SUPREME ATTRACTION,0.5,,Win,,,Ubet,4.6,1,2.3,1.8,212.7,1465.1,14.50%,212.70%,21266.7,W,,,4.4,4.8,4.4,3.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16/09/2018,John's Analytics,,Sun,1405,Australia,Horse Racing,,GEELONG,5,11,RADIANT ROUGE,0.5,,Win,,,VicFix,4.4,2,0,-0.5,212.2,1465.6,14.50%,212.20%,21216.7,F,,,4.4,4.6,4.4,4.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16/09/2018,John's Analytics,,Sun,1440,Australia,Horse Racing,,GEELONG,6,8,AROHATA,0.5,,Win,,,Ubet,7.5,1,3.75,3.25,215.4,1466.1,14.70%,215.40%,21541.7,W,,,7.5,8.5,7.5,6.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16/09/2018,John's Analytics,,Sun,1440,Australia,Horse Racing,,GEELONG,6,8,AROHATA,1,,Place,,,Ubet,2.5,1,2.5,1.5,216.9,1467.1,14.80%,216.90%,21691.7,W,,,2.5,3,2.5,2.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16/09/2018,John's Analytics,,Sun,1452,Australia,Horse Racing,,DEVONPORT,5,3,CITY OF DREAMS,0.5,,Win,,,Ubet,3.6,0,0,-0.5,216.4,1467.6,14.70%,216.40%,21641.7,F,,,3.6,3.7,3.6,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16/09/2018,John's Analytics,,Sun,1500,Australia,Horse Racing,,DUBBO,5,1,JOEY'S DESTINY,0.5,,Win,,,SB,4.6,1,2.3,1.8,218.2,1468.1,14.90%,218.20%,21821.7,W,,,4.6,5,4.6,3.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16/09/2018,John's Analytics,,Sun,1500,Australia,Horse Racing,,DUBBO,5,1,JOEY'S DESTINY,1,,Place,,,SB,1.75,1,1.75,0.75,219,1469.1,14.90%,219.00%,21896.7,W,,,1.75,1.91,1.75,1.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16/09/2018,John's Analytics,,Sun,1607,Australia,Horse Racing,,DEVONPORT,7,3,BALESTRAND,0.5,,Win,,,VicFix,3.2,1,1.6,1.1,220.1,1469.6,15.00%,220.10%,22006.7,W,,,3.2,3.3,3.2,3.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17/09/2018,John's Analytics,,Mon,1335,Australia,Horse Racing,,CESSNOCK,2,5,DECAPITOR,0.5,,Win,,,TOP,3,0,0,-0.5,219.6,1470.1,14.90%,219.60%,21956.7,F,,,3,3,3,2.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18/09/2018,John's Analytics,,Tue,1640,Australia,Horse Racing,,KEMBLA GRANGE,7,1,SKY BOY,0.5,,Win,,,EASY,3.9,0,0,-0.5,219.1,1470.6,14.90%,219.10%,21906.7,F,,,3.9,3.9,3.9,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19/09/2018,John's Analytics,,Wed,1335,Australia,Horse Racing,,CRANBOURNE,2,1,BIONICS,0.5,,Win,,,TOP,3.8,0,0,-0.5,218.6,1471.1,14.90%,218.60%,21856.7,F,,,3.8,3.8,3.8,4.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19/09/2018,John's Analytics,,Wed,1630,Australia,Horse Racing,,CRANBOURNE,7,9,GREY SHADOW,0.5,,Win,,,EASY,3.6,1,1.8,1.3,219.9,1471.6,14.90%,219.90%,21986.7,W,,,3.6,3.7,3.6,2.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20/09/2018,John's Analytics,,Thu,1330,Australia,Horse Racing,,SALE,2,13,SCIPIO,0.5,,Win,,,LAD,6,0,0,-0.5,219.4,1472.1,14.90%,219.40%,21936.7,F,,,6,6.5,6,4.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20/09/2018,John's Analytics,,Thu,1330,Australia,Horse Racing,,SALE,2,13,SCIPIO,1,,Place,,,EASY,2.25,0,0,-1,218.4,1473.1,14.80%,218.40%,21836.7,F,,,2.25,2.25,2.25,1.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20/09/2018,John's Analytics,,Thu,1330,Australia,Horse Racing,,SALE,2,16,OUR SUNNY GIRL,0.5,,Win,,,TOP,4.4,3,0,-0.5,217.9,1473.6,14.80%,217.90%,21786.7,F,,,4.4,4.6,4.4,3.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20/09/2018,John's Analytics,,Thu,1355,Australia,Horse Racing,,LISMORE,3,7,QUEEN OF KINGSTON,0.5,,Win,,,VicFix,3.7,2,0,-0.5,217.4,1474.1,14.70%,217.40%,21736.7,F,,,3.7,3.8,3.7,2.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20/09/2018,John's Analytics,,Thu,1417,Australia,Horse Racing,,ROCKHAMPTON,2,4,MALKARA,0.5,,Win,,,B365,3,0,0,-0.5,216.9,1474.6,14.70%,216.90%,21686.7,F,,,3,3,3,3.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21/09/2018,John's Analytics,,Fri,1300,Australia,Horse Racing,,SCONE,1,8,NICK THE SKIP,0.5,,Win,,,VicFix,3.8,0,0,-0.5,216.4,1475.1,14.70%,216.40%,21636.7,F,,,3.8,3.9,3.8,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21/09/2018,John's Analytics,,Fri,1307,Australia,Horse Racing,,IPSWICH,2,10,TOUGH ONE,0.45,,Win,,,VicFix,13,1,5.85,5.4,221.8,1475.6,15.00%,221.80%,22176.7,W,,,13,15,13,3.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21/09/2018,John's Analytics,,Fri,1307,Australia,Horse Racing,,IPSWICH,2,10,TOUGH ONE,0.9,,Place,,,B365,3.6,1,3.24,2.34,224.1,1476.5,15.20%,224.10%,22410.7,W,,,3.6,3.6,3.6,1.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21/09/2018,John's Analytics,,Fri,1335,Australia,Horse Racing,,SCONE,2,10,ACOUSTIX,0.5,,Win,,,LAD,5.5,1,2.75,2.25,226.4,1477,15.30%,226.40%,22635.7,W,,,5.5,6,5.5,4.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21/09/2018,John's Analytics,,Fri,1417,Australia,Horse Racing,,IPSWICH,4,6,CHAMPAGNE DAISY,0.5,,Win,,,VicFix,3.3,0,0,-0.5,225.9,1477.5,15.30%,225.90%,22585.7,F,,,3.3,3.4,3.3,2.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21/09/2018,John's Analytics,,Fri,1450,Australia,Horse Racing,,SCONE,4,4,BELLABROOK,0.25,,Win,,,TOP,21,0,0,-0.25,225.6,1477.7,15.30%,225.60%,22560.7,F,,,21,21,21,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21/09/2018,John's Analytics,,Fri,1450,Australia,Horse Racing,,SCONE,4,4,BELLABROOK,0.5,,Place,,,B365,4.6,0,0,-0.5,225.1,1478.2,15.20%,225.10%,22510.7,F,,,4.6,4.6,4.6,3.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21/09/2018,John's Analytics,,Fri,1640,Australia,Horse Racing,,SCONE,7,9,ATTILA,0.5,,Win,,,VicFix,6,1,3,2.5,227.6,1478.7,15.40%,227.60%,22760.7,W,,,6,6.5,6,4.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22/09/2018,John's Analytics,,Sat,1205,New Zealand,Horse Racing,,HASTINGS,4,5,DEALS IN HEELS,0.5,,Win,,,TOP,4.4,0,0,-0.5,227.1,1479.2,15.40%,227.10%,22710.7,F,,,4.4,4.4,4.4,4.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22/09/2018,John's Analytics,,Sat,1336,Australia,Horse Racing,,BOWRAVILLE,2,4,ESSEMESS,0.5,,Win,,,TOP,3.4,0,0,-0.5,226.6,1479.7,15.30%,226.60%,22660.7,F,,,3.4,3.4,3.4,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22/09/2018,John's Analytics,,Sat,1423,Australia,Horse Racing,,GOLD COAST,4,4,UNDERTHEMISTLETOE,0.3,,Win,,,TOP,18,0,0,-0.3,226.3,1480,15.30%,226.30%,22630.7,F,,,18,21,18,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22/09/2018,John's Analytics,,Sat,1423,Australia,Horse Racing,,GOLD COAST,4,4,UNDERTHEMISTLETOE,0.6,,Place,,,EASY,4.2,0,0,-0.6,225.7,1480.6,15.20%,225.70%,22570.7,F,,,4.2,4.4,4.2,4.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22/09/2018,John's Analytics,,Sat,1444,New Zealand,Horse Racing,,RICCARTON,10,2,STROWAN,0.35,,Win,,,TOP,17,0,0,-0.35,225.4,1481,15.20%,225.40%,22535.7,F,,,17,17,17,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,
