DATE,TIME,VENUE,RACE,SELECTION,JOCKEY,LAST 3 STARTS,RESULT,WIN/PLACE
17-Jul-20,14:30,GEELONG,5,6 – TIMBER TOP,R.MCLEOD,X32,WINNER,$12.00/$3.25
17-Jul-20,15:05,DUBBO,6,3 – THE INFLAMER,E.HENNESSY(A),571,,
17-Jul-20,15:12,ROCKHAMPTON,6,3 – TEARS OF LOVE,G.GERAN,831,,
17-Jul-20,15:25,TAREE,6,8 – DREAM SONG (BEST BET),A.GIBBONS,X42,3RD,/$1.53
17-Jul-20,15:30,GEELONG,7,14 – CHATELAINE,B.EGAN,X23,,
17-Jul-20,15:40,DUBBO,7,3 – JETEYE,C.LEVER,1X6,,
17-Jul-20,15:47,ROCKHAMPTON,7,10 – DREAM BIG,B.STEWART,X23,,
17-Jul-20,16:00,GEELONG,8,12 – NEED NEW FRIENDS,D.OLIVER,82,WINNER,$3.30 /$1.67
17-Jul-20,16:20,DUBBO,8,9 – PRALINE,K.B-PITOMAT(A),141,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,TODAY’S SELECTIONS,,,,,,,
,16-Jul-20,,,,,,,
,TIME,VENUE,RACE,SELECTION,JOCKEY,LAST 3 STARTS,RESULT,WIN/PLACE
16-Jul-20,12:15,GOSFORD,1,7 – CICERO FIELD,S.CLIPPERTON,52,WINNER,$1.70 /$1.17
16-Jul-20,13:25,GOSFORD,3,6 – CANTON KID,T.SCHILLER(A),42,WINNER,$2.05 /$1.15
16-Jul-20,13:45,MOREE,2,1 – HUSTLED,B.LOOKER,671,WINNER,$8.00 /$2.25
16-Jul-20,14:00,BALLARAT,3,6 – SWAN BAY,G.CARTWRIGHT(A),2,,
16-Jul-20,14:45,GOSFORD,5,1 – CONTROLTHEWITNESS,L.DAY(A),723,WINNER,$4.00 /$1.67
16-Jul-20,15:05,MOREE,4,1 – HALCYON HOUSE (BEST BET),A.BULLOCK,341,WINNER,$3.55 /$1.54
16-Jul-20,15:27,DALBY,5,7 –HALLSIDEHANKYPANKY,S.TOMLINSON(A),91,WINNER,$3.35 /$1.61
16-Jul-20,15:47,NORTHAM,3,9 – FUSION,W.PIKE,0X3,3RD,/$1.83
16-Jul-20,15:55,GOSFORD,7,3 – CARTE BLANCHE,K.JENNINGS,1X2,2ND,/$1.42
16-Jul-20,16:04,DALBY,6,3 – SINGLE AGAIN,B.NOTHDURFT(A),6X3,WINNER,$2.30 /$1.22
16-Jul-20,16:15,MOREE,6,2 – BEACON,B.STOWER,192,,
16-Jul-20,16:22,NORTHAM,4,3 – MR DELEGATOR,P.KNUCKEY,X42,LATE,SCRATCHING
16-Jul-20,16:30,BALLARAT,8,10 – ELDERFLOWER,L.NEINDORF(A),313,WINNER,$2.00 /$1.19
16-Jul-20,16:42,DALBY,7,2 – WAIT A MINUTE,L.TILLEY,262,,
16-Jul-20,17:02,NORTHAM,5,2 – FORGOTTEN JEWEL,P.HARVEY,1X1,WINNER,$1.62 /$1.17
,,,,,,,,
,,,,,,,,
,15-Jul-20,,,,,,,
,TIME,VENUE,RACE,SELECTION,JOCKEY,LAST 3 STARTS,RESULT,WIN/PLACE
15-Jul-20,12:25,CRANBOURNE,1,8 – BOMBAY ROCKET,L.NEINDORF(A),02X,,
15-Jul-20,12:33,EAGLE FARM,1,1 – HANCORA FIELD,J.MURPHY(A),7X1,WINNER,$2.60 /$1.62
15-Jul-20,12:40,GAWLER,2,2 – THE BULL MCCABE,S.CAHILL,X23,2ND,/$1.18
15-Jul-20,12:50,WARWICK FARM,1,1 – OSCAR ZULU,L.MAGORRIAN,1,LATE,ABANDONED
15-Jul-20,13:00,CRANBOURNE,2,5 – ECHO BOOMER,B.EGAN,223,,
15-Jul-20,13:25,WARWICK FARM,2,3 – LOITER,J.COLLETT,3,LATE,ABANDONED
15-Jul-20,13:35,CRANBOURNE,3,1 – TYSONIC (BEST BET),J.ALLEN,X73,,
15-Jul-20,14:10,CRANBOURNE,4,4 – BOOMSTOCK,J.KAH,271,2ND,/$1.40
15-Jul-20,14:18,EAGLE FARM,4,8 – AMICHE,M.HELLYER,X11,,
15-Jul-20,14:35,WARWICK FARM,4,6 – AL SNIP,B.AVDULLA,X32,LATE,ABANDONED
15-Jul-20,15:14,BELMONT,2,10 – MORE,P.HARVEY,2,,
15-Jul-20,15:35,GAWLER,7,1 – CARBONE,R.HURDLE,311,WINNER,$3.85 /$1.70
15-Jul-20,16:03,EAGLE FARM,7,12 – MERLIN’S MAGIC,A.MALLYON,412,,
15-Jul-20,16:20,WARWICK FARM,7,1 – GHOSTLY,N.RAWILLER,422,LATE,ABANDONED
15-Jul-20,16:24,BELMONT,4,3 – ELITE STREET,C.PARNHAM,X41,WINNER,$4.00 /$1.51
15-Jul-20,16:30,CRANBOURNE,8,2 – GRINZINGER ALLEE,B.MELHAM,242,WINNER,$1.90 /$1.21
15-Jul-20,17:00,BELMONT,5,5 – EXPRESSIONIST,W.PIKE,5X1,2ND,/$1.55
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,TODAY’S SELECTIONS,,,,,,,
,14-Jul-20,,,,,,,
,TIME,VENUE,RACE,SELECTION,JOCKEY,LAST 3 STARTS,RESULT,WIN/PLACE
14-Jul-20,12:37,TOWNSVILLE,1,9 – MYSTERY N MAGIC,S.WISEMAN,743,WINNER,$6.00 /$2.00
14-Jul-20,12:50,BALLINA,1,2 HOLLYWOOD DREAMING,B.HODDER,221,,
14-Jul-20,13:05,WAGGA,1,2 – CROCODILE COD,B.LOY,233,WINNER,$1.75 /$1.18
14-Jul-20,13:12,TOWNSVILLE,2,5 – BRANDS HATCH,C.WHITELEY,343,,
14-Jul-20,13:30,SEYMOUR,3,4 – CLEVER CUT,N.CALLOW,3X2,WINNER,$1.69 /$1.19
14-Jul-20,13:40,WAGGA,2,2 – KEZ,S.GUYMER,52,,
14-Jul-20,13:47,TOWNSVILLE,3,5 – BOLD TYPE,N.DAY,6X1,,
14-Jul-20,14:05,BALLINA,3,3 – HOGANS DARE,M.MCGUREN,72,,
14-Jul-20,14:27,TOWNSVILLE,4,1 – LOVE IS BLIND (BEST BET),M.POTGEITER(A),541,2ND,/$1.25
14-Jul-20,14:30,SEYMOUR,5,4 – TACO TIGER,J.ALLEN,71,WINNER,$7.50 /$2.25
14-Jul-20,14:40,BALLINA,4,7 – BOOMING TOWN,B.LOOKER,832,LATE,SCRATCHING
14-Jul-20,14:55,WAGGA,4,3 – JUST BUSINESS,N.HEYWOOD,571,,
14-Jul-20,15:00,SEYMOUR,6,2 – UNFAIR DISMISSAL,B.THOMPSON,643,WINNER,$4.00 /$1.81
14-Jul-20,15:04,TOWNSVILLE,5,7 – I DID IT AGAIN,C.WHITELEY,821,WINNER,$1.53 /$1.17
14-Jul-20,15:15,BALLINA,5,11 – ALLARES,M.MCGUREN,X73,,
14-Jul-20,15:35,WAGGA,5,2 – GUNZAR,N.HEYWOOD,X12,,
14-Jul-20,15:42,TOWNSVILLE,6,7 – UNBIASED,B.PENGELLY,402,3RD,/$1.13
14-Jul-20,16:00,SEYMOUR,8,14 – FLIRTING,L.NEINDORF(A),313,3RD,/$1.87
14-Jul-20,16:10,WAGGA,6,1 – FALLING WATERS,B.LOY,153,,
14-Jul-20,16:20,TOWNSVILLE,7,7 – CEDARWOOD,C.WHITELEY,X12,,
14-Jul-20,16:30,SEYMOUR,9,1 – MOUNTAIN IBIS,W.EGAN,4X1,,
14-Jul-20,16:50,WAGGA,7,11 – DOMINICA ROSE,B.LOY,731,,
14-Jul-20,17:00,TOWNSVILLE,8,2 – HUTCHO,A.HOLT,492,WINNER,$8.00 /$2.62
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,TODAY’S SELECTIONS,,,,,,,
,13-Jul-20,,,,,,,
,TIME,VENUE,RACE,SELECTION,JOCKEY,LAST 3 STARTS,RESULT,WIN/PLACE
13-Jul-20,13:00,MURTOA,2,5 – JAZZLES,J.ALLEN,52,2ND,/$1.22
13-Jul-20,13:20,MORUYA,2,5 – LITTLE KRAKATOA,E.HENNESSY(A),0X3,LATE,ABANDONED
13-Jul-20,13:30,MURTOA,3,6 – FAITHFUL DIAMOND,D.HOLLAND,22,WINNER,$4.10 /$1.73
13-Jul-20,13:40,TAMWORTH,2,5 – JAJA CHABOOGIE,A.GIBBONS,3,WINNER,$1.60 /$1.15
13-Jul-20,14:00,MURTOA,4,10 – JOYCE’S HONEY,C.RAWILLER(A),343,WINNER,$3.70 /$1.62
13-Jul-20,14:15,TAMWORTH,3,9 – HYPERLINK (BEST BET),A.GIBBONS,831,2ND,/$1.50
13-Jul-20,14:50,TAMWORTH,4,7 – GOLDEN MISSLE,G.RYAN,23,2ND,/$1.28
13-Jul-20,15:00,MURTOA,6,10 – CODE BLUE,B.EGAN,231,,
13-Jul-20,15:25,TAMWORTH,5,5 – CECILIA,L.CUMBERLAND,X31,2ND,/$1.62
13-Jul-20,15:30,MURTOA,7,3 – SOLEIL DE LUNE,J.LORENSENI,251,,
13-Jul-20,15:45,MORUYA,6,1 – SHENANDOAH,B.LOY,31X,LATE,ABANDONED
13-Jul-20,16:40,TAMWORTH,7,6 – WAR CAT,A.BULLOCK,321,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,12-Jul-20,,,,,,,
,TIME,VENUE,RACE,SELECTION,JOCKEY,LAST 3 STARTS,RESULT,WIN/PLACE
12-Jul-20,12:15,MOONEE VALLEY,1,15 – TURNCOAT,,,LATE,SCRATCHING
12-Jul-20,12:20,HAWKSBURY,1,1 – KISS AND TELL,T.SCHILLER(A),622,2ND,/$1.36
12-Jul-20,12:30,GATTON,1,8 – CREDIBLE,R.PALMER,532,,
12-Jul-20,12:55,HAWKESBURY,2,1 – AEECEE BEAU,L.MAGGORIAN,6X5,WINNER,$2.20 /$1.44
12-Jul-20,13:40,GATTON,3,4 – GUNNOBE (BEST BET),B.NOTHDURFT(A),641,WINNER,$3.30 /$1.53
12-Jul-20,13:45,MOONEE VALLEY,4,7 – LEGEND OF ZORROW,B.EGAN,X52,2ND,/$1.33
12-Jul-20,13:50,DEVONPORT,6,7 – QUEEN’S NEEDS,D.PIRES,7X2,,
12-Jul-20,14:05,HAWKESBURY,4,2 – TOLERATE,J.COLLETT,282,3RD,/$1.30
12-Jul-20,14:15,MOONEE VALLEY,5,1 – BASTYAN,B.EGAN,6X2,WINNER,$5.20 /$2.00
12-Jul-20,14:20,GATTON,4,2 – BEWARE,B-R.ANDREW,224,WINNER,$2.00 /$1.22
12-Jul-20,14:25,DEVONPORT,7,2 – VALLABAR,D.PIRES,0X1,,
12-Jul-20,14:30,GRAFTON,4,1 – RUBEL,K.W-TAYLOR(A),403,,
12-Jul-20,14:45,MOONEE VALLEY,6,8 – CATARACTA,J.MCNEIL,135,,
12-Jul-20,14:54,GATTON,5,6 – SOMEBODY’S GIRL,J.MURPHY(A),X21,2ND,/$1.57
12-Jul-20,15:02,DEVONPORT,8,11 – APOLLO ROCKET,N/A,1,LATE,SCRATCHING
12-Jul-20,15:06,GRAFTON,5,4 – SIR ANGUS,R.SPOKES,333,,
12-Jul-20,15:20,HAWKESBURY,6,4 – SYNCLINE,B.AVDULLA,4X1,WINNER,$1.76 /$1.08
12-Jul-20,15:41,GRAFTON,6,1 – REAL GENT,K.W-TAYLOR(A),463,WINNER,$7.00 / $2.44
12-Jul-20,15:45,MOONEE VALLEY,8,17 – DECLARES WAR,,,LATE,SCRATCHING
12-Jul-20,16:04,GATTON,7,13 – THE HOOLIGAN,,,LATE,SCRATCHING
12-Jul-20,16:15,MOONEE VALLEY,9,3 – SEVEN CASTLES,M.CARTWRIGHT(A),2X1,,
12-Jul-20,16:20,GRAFTON,7,5 – SAXTON ROCK,M.MCGUREN,X30,WINNER,$4.00 /$1.91
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,TODAY’S SELECTIONS,,,,,,,
,11-Jul-20,,,,,,,
,TIME,VENUE,RACE,SELECTION,JOCKEY,LAST 3 STARTS,RESULT,WIN/PLACE
11-Jul-20,11:35,ROSEHILL,1,1 – LADY BANFF,L.DAY(A),0X1,,
11-Jul-20,11:50,CAULFIELD,1,2 – WUNAMBAL,B.MELHAM,31,2ND,/$2.58
11-Jul-20,12:01,GAWLER,1,7 – WHO RUNS THE WORLD,B.VORSTER,7X5,2ND,/$1.92
11-Jul-20,12:10,ROSEHILL,2,10 – FULMINA,R.KING,121,,
11-Jul-20,12:25,CAULFIELD,2,3 – OUR CAMPANA,L.NOLEN,14X,WINNER,$4.80/ $1.80
11-Jul-20,12:41,MOE,3,8 – TAKATOKA,E.BROWN,2X2,3RD,/$1.17
11-Jul-20,12:45,ROSEHILL,3,1 – ROTHENBURG,J.COLLETT,641,WINNER,$5.60 /$2.28
11-Jul-20,12:53,SUNSHINE COAST,2,8 – SOCIALISING,B.NOTHDURFT(A),111,3RD,/$1.55
11-Jul-20,13:00,CAULFIELD,3,17 – STREET TOUGH,J.MCNEIL,221,,
11-Jul-20,13:11,GAWLER,3,4 – WITH PLEASURE,A.JORDSJO(A),13X,,
11-Jul-20,13:20,ROSEHILL,4,6 – CAFÉ ROYAL,K.JENNINGS,X13,,
11-Jul-20,13:31,COWRA,2,3 – RAVEN’S RABBIT,A.SWEENEY,X61,2ND,/$1.67
11-Jul-20,13:35,CAULFIELD,4,5 – MORRISSY,C.WILLIAMS,21,,
11-Jul-20,13:43,GOLD COAST,4,3 – DELECTOR,D.GRIFFIN,3X4,WINNER,$2.70 /$1.35
11-Jul-20,13:55,ROSEHILL,5,3 – SWITCHED,T.CLARK,232,3RD,/$1.61
11-Jul-20,14:02,BELMONT,1,2 – BUMPER HUMPER,P.HARVEY,441,,
11-Jul-20,14:15,CAULFIELD,5,2 – MYSTERY SHOT,M.RODD,X11,WINNER,$5.20 /$2.02
11-Jul-20,14:26,GAWLER,5,5 – SIGN OF USSURI,B.VORSTER,911,2ND,/$1.28
11-Jul-20,14:35,ROSEHILL,6,1 – BANDERSNATCH,B.AVDULLA,452,,
11-Jul-20,14:38,DARWIN,3,8 – SILVER MELODY,T.TREICHEL,242,,
11-Jul-20,14:51,COWRA,4,1 – EYE WILL,A.STANLEY(A),X18,,
11-Jul-20,14:55,CAULFIELD,6,1 - THOUGHT OF THAT,M.POY(A),8X2,,
11-Jul-20,14:59,WYONG,6,2 – BUZZ,T.WOLFGRAM,351,LATE,ABANDONED
11-Jul-20,15:15,ROSEHILL,7,4 – TRUMBULL,T.BERRY,321,,
11-Jul-20,15:22,BELMONT,3,1 – ABERDEEN QUEEN,J.NOSKE,151,2ND,/$1.27
11-Jul-20,15:27,SUNSHINE COAST,6,2 – HOWWONDERFULLIFEIS,B.NOTHDURFT(A),141,,
11-Jul-20,15:39,WYONG,7,2 – KEY LARGO,A.GIBBONS,217,LATE,ABANDONED
11-Jul-20,15:55,ROSEHILL,8,11 – KORDIA,T.BERRY,1X1,,
11-Jul-20,15:58,BELMONT,4,1 – MATERIAL MAN (BEST BET),P.HARVEY,901,WINNER,$1.52 /$1.15
11-Jul-20,16:26,GAWLER,8,2 – AIR MARSHAL,T.PANNELL,X43,,
11-Jul-20,16:39,BELMONT,5,10 – WINDSTORM,W.PIKE,211,WINNER,$1.37 /$1.07
11-Jul-20,17:25,SUNSHINE COAST,9,16 – TULLIO,B.NOTHDURFT(A),X11,WINNER,$4.60 /$1.66
11-Jul-20,17:50,BELMONT,7,4 – ROMAN FLIRT,W.PIKE,113,2ND,/$1.42
,,,,,,,,
,TODAY’S SELECTIONS,,,,,,,
,10-Jul-20,,,,,,,
,TIME,VENUE,RACE,SELECTION,JOCKEY,LAST 3 STARTS,RESULT,WIN/PLACE
10-Jul-20,12:05,GOULBURN,1,2 – GLOCK,D.PANYA,532,,
10-Jul-20,12:20,SCONE,1,1 – YOU RANG (BEST BET),M.BELL,5X3,,
10-Jul-20,12:30,PAKENHAM,1,9 – KICK IT BABY,J.NOONAN,2,2ND,/$1.89
10-Jul-20,13:00,PAKENHAM,2,7 – WITH EDGE,J.MCNEIL,626,,
10-Jul-20,13:07,IPSWICH,2,3 – CESCA,T.MARSHALL,X52,,
10-Jul-20,13:35,SCONE,3,1 – TWO UP,R.THOMPSON,253,WINNER,$1.85 /$1.33
10-Jul-20,13:55,GOULBURN,4,1 – MOST WELCOME,,,LATE,SCRATCHING
10-Jul-20,14:00,PAKENHAM,4,9 – PURE PURGATORY,D.STACKHOUSE,3,3RD,/$1.57
10-Jul-20,14:10,SCONE,4,1 – REMLAPS GEM,B.CRAY,1,,
10-Jul-20,14:30,PAKENHAM,5,1 – MR MONACO,M.WALKER,212,,
10-Jul-20,14:35,GOULBURN,5,1 – LIGHT AND DARK,K.LATHAM,433,,
10-Jul-20,14:50,SCONE,5,3 – MANSENETA,M.BELL,212,,
10-Jul-20,14:57,IPSWICH,5,1 – ADDOCARR,B.NOTHDURFT(A),212,WINNER,$2.30 /$1.50
10-Jul-20,15:00,PAKENHAM,6,4 – CATADUDE,M.CARTWRIGHT(A),X21,WINNER,$3.20 /$1.67
10-Jul-20,15:25,SCONE,6,2 – EASY CAMPESE,J.PENZA,5X3,WINNER,$5.80 /$2.00
10-Jul-20,15:30,PAKENHAM,7,3 – ABYSSINIAN,C.HEFEL(A),6X2,,
10-Jul-20,15:45,GOULBURN,7,2 – VIBRANT KNIGHT,N.HEYWOOD,0X1,WINNER,$2.94 /$1.52
10-Jul-20,16:00,PAKENHAM,8,7 – ENCANTO,L.LAFFERTY(A),1X2,,
10-Jul-20,16:25,GOULBURN,8,5 – SNITZAGIRL,K.LATHAM,271,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,9-Jul-20,,,,,,,
,TIME,VENUE,RACE,SELECTION,JOCKEY,LAST 3 STARTS,RESULT,WIN/PLACE
9-Jul-20,12:15,GRAFTON,1,4 – ACEPLAY,B.LOOKER,111,,
9-Jul-20,12:30,SALE,1,12 – QUEEN RYKER,J.HILL,4X2,,
9-Jul-20,12:50,GRAFTON,2,3 – ENTERPRISE KEREN,B.LOOKER,X21,2ND,/$1.53
9-Jul-20,13:00,SALE,2,10 - FOXGOSSIP,E.BROWN,62,WINNER,$3.60 /$1.67
9-Jul-20,13:10,KEMBLA GRANGE,2,2 – BRIDE OF VENGEANCE,W.COSTIN,0X7,WINNER,$4.40 /$1.83
9-Jul-20,13:25,GRAFTON,3,2 – AXELLA,M.MCGUREN,441,,
9-Jul-20,13:30,SALE,3,2 – CATEGORY FIVE,J.MCNEIL,X62,WINNER,$3.30 /$1.40
9-Jul-20,13:45,KEMBLA GRANGE,3,8 - TECTONICUS,J.FORD,2,,
9-Jul-20,13:55,PINJARRA,1,1 – GIANT LEAP (BEST BET),W.PIKE,3X2,WINNER,$1.26 /$1.04
9-Jul-20,14:00,SALE,4,9 – FORLIAH,J.MCNEIL,622,,
9-Jul-20,14:05,GRAFTON,4,5 – MURUNGAL,K.JENNINGS,381,,
9-Jul-20,14:25,KEMBLA GRANGE,4,1 – DREAM RUNNER,T.BERRY,117,WINNER,$2.20 /$1.44
9-Jul-20,14:30,SALE,5,5 – NASUKAWA,D.OLIVER,231,WINNER,$4.10 /$1.62
9-Jul-20,14:40,GRAFTON,5,1 – YULONG BASE,A.GIBBONS,3X2,WINNER,$2.62 /$1.41
9-Jul-20,14:47,CAIRNS,4,1 – ORIENTAL GIRL,W.D'AVILA,4X2,2ND,/$1.25
9-Jul-20,15:00,SALE,6,10 – FLIRTING,L.NEINDORF(A),313,LATE,SCRATCHING
9-Jul-20,15:05,KEMBLA GRANGE,5,1 – DERBARI,B.AVDULLA,383,WINNER,$2.80 /$1.50
9-Jul-20,15:12,PINJARRA,3,8 – WICKLOW PRINCESS,M.DERRICK(A),4X2,,
9-Jul-20,15:27,CAIRNS,5,9 – FULL RECOGNITION,C.WHITELEY,711,,
9-Jul-20,15:30,SALE,7,10 – ELITE LEGACY,J.NOONAN,7X2,WINNER,$4.00 /$1.75
9-Jul-20,15:40,KEMBLA GRANGE,6,3 – FENECH,A.HYERONIMUS,41,WINNER,$3.95 /$1.62
9-Jul-20,15:47,PINJARRA,4,7 – WISECRACKER,J.AZZORPARDI,23,2ND,/$2.10
9-Jul-20,16:05,CAIRNS,6,8 – BATTLE CRY,C.WHITELEY,X42,WINNER,$2.38 /$1.30
9-Jul-20,16:27,PINJARRA,5,2 – DIAMOND TRADE,V.CORVER(A),21X,,
9-Jul-20,17:02,PINJARRA,6,5 – NOT MY FIGHT,W.PIKE,621,3RD,/$1.44
9-Jul-20,17:40,PINJARRA,7,8 – DELTA BELLE,W.PIKE,11X,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,TODAY’S SELECTIONS,,,,,,,
,8-Jul-20,,,,,,,
,TIME,VENUE,RACE,SELECTION,JOCKEY,LAST 3 STARTS,RESULT,WIN/PLACE
8-Jul-20,12:25,SANDOWN,1,6 – ZESTY BELLE,L.NOLEN,X33,2ND,/$1.52
8-Jul-20,12:50,WARWICK FARM,1,8 – SQUANTO,K.O'HARA,2X3,,
8-Jul-20,13:00,SANDOWN,2,10 – TOYETIC,J.MOTT,2,WINNER,$2.10 /$1.25
8-Jul-20,13:11,DOOMBEN,2,5 – BOOM RANGA,S.THORTON,92,2ND,/$2.18
8-Jul-20,13:39,GRAFTON,3,2 – FLASH AAH,J.COLLETT,3X1,WINNER,$5.00 /$1.91
8-Jul-20,13:46,DOOMBEN,3,7 – WINTER RAIN,A.MALLYON,22,2ND,/$4.00
8-Jul-20,14:00,WARWICK FARM,3,2 – STORMY ROCK,K.MCEVOY,421,,
8-Jul-20,14:21,DOOMBEN,4,3 – TRACY MAY (BEST BET),R.MALONEY,X11,,
8-Jul-20,14:25,NARACOORTE,3,2 – DENREKLAW,J.OPPERMAN(A),2,2ND,/$1.34
8-Jul-20,14:42,ALICE SPRINGS,1,1 – DUKE OF HEARTS,R.VIGAR,611,WINNER,$6.00 /$2.00
8-Jul-20,14:45,SANDOWN,5,6 – CONVERGING,F.KERSLEY,12,,
8-Jul-20,14:49,GRAFTON,5,6 – HARD MERCHANDISE,B.HODDER,482,,
8-Jul-20,14:56,DOOMBEN,5,5 – COUP,M.CAHILL,8X2,,
8-Jul-20,15:15,BELMONT,2,5 – JANAURA,R.HILL,0X5,WINNER,$3.50 /$1.53
8-Jul-20,15:24,GRAFTON,6,3 – READY TO HUMBLE,M.MCGUREN,231,,
8-Jul-20,15:31,DOOMBEN,6,5 – REBEL SALUTE,R.MALONEY,421,2ND,/$1.40
8-Jul-20,15:35,NARACOORTE,5,6 – DRY VALLEY,A.JORDSJO(A),X53,2ND,/$2.20
8-Jul-20,15:49,BELMONT,3,4 – CONTINUANCE,W.PIKE,22,WINNER,$1.65 /$1.15
8-Jul-20,15:55,SANDOWN,7,3 – ZOUBO,D.OLIVER,545,3RD,/$1.33
8-Jul-20,15:59,GRAFTON,7,2 – SNITZ,M.MCGUREN,113,,
8-Jul-20,16:06,DOOMBEN,7,7 – SHE ZA BOSS,R.FRADD,631,WINNER,$4.40 /$1.80
8-Jul-20,16:24,BELMONT,4,8 – SOUND AWAKE,C.AZZOPARDI(A),23,,
8-Jul-20,16:34,GRAFTON,8,9 – NEMINGAH,B.LOOKER,131,LATE,SCRATCHING
8-Jul-20,16:45,NARACOORTE,7,2 – HASTA LA BULLET,C.JONES(A),363,2ND,/$1.62
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,TODAY’S SELECTIONS,,,,,,,
,7-Jul-20,,,,,,,
,TIME,VENUE,RACE,SELECTION,JOCKEY,LAST 3 STARTS,RESULT,WIN/PLACE
7-Jul-20,11:10,ROCKHAMPTON,1,7 - STAZZANA,G.GERAN,X23,2ND,/$2.64
7-Jul-20,12:30,BALLARAT,1,3 – PALS REWARD,M.LLYOD(A),322,2ND,/$1.17
7-Jul-20,12:57,ROCKHAMPTON,4,8 – TARTUFO BIANCO,E.SMITH(A),241,WINNER,$7.50 /$2.62
7-Jul-20,13:00,BALLARAT,2,9 – LIVING DANGEROUSLY,J.MARTIN,8X3,WINNER,$4.80 /$1.73
7-Jul-20,13:10,WARREN,1,17 – RIDERS IN THE STAND,C.GALLAGHER(A),302,3RD,/$1.62
7-Jul-20,13:25,NEWCASTLE,2,1 – RICCARDO,S.METCALF(A),6X2,WINNER,$7.40 /$2.30
7-Jul-20,14:00,BALLARAT,4,11 – ZOUMATE,J.FRY,642,,
7-Jul-20,14:05,NEWCASTLE,3,5 - REZEALIENT,L.DAY(A),2,WINNER,$3.30 /$1.35
7-Jul-20,14:25,WARREN,3,2 – SPILIA,M.CAHILL,931,2ND,/$1.33
7-Jul-20,14:30,BALLARAT,5,8 – MISS TENTHOUSAND (BEST BET),J.MCNEIL,222,WINNER,$1.50 /$1.15
7-Jul-20,14:40,NEWCASTLE,4,8 – UNDERBOSS,T.BERRY,433,WINNER,$1.45 /$1.11
7-Jul-20,15:27,ROCKHAMPTON,8,2 – LITTLE HUNTER,J.STANLEY,213,2ND,/$2.22
7-Jul-20,15:30,BALLARAT,7,7 – NINE CLOUDS,D.HOLLAND,321,WINNER,$3.50 /$1.62
7-Jul-20,15:40,WARREN,5,5 – KOOKABAA,R.SIMPSON(A),112,WINNER,$1.79/ $1.21
7-Jul-20,15:55,NEWCASTLE,6,8 – DEEPWOOD VALE,,,LATE,SCRATCHING
7-Jul-20,16:00,BALLARAT,8,9 – HEDLEYS LADY,B.EGAN,313,,
7-Jul-20,16:04,ROCKHAMPTON,9,5 – ABSOLUT ARTIE,R.WIGGINS,321,WINNER,$1.80 /$1.25
7-Jul-20,16:35,NEWCASTLE,7,8 – HYANNIS PORT,J.FORD,X22,WINNER,$7.00 /$2.25
7-Jul-20,16:42,ROCKHAMPTON,10,9 – NOT LIABLE,R.WIGGINS,563,WINNER,$3.60 /$1.64
,,,,,,,,
,,,,,,,,
,6-Jul-20,,,,,,,
,TIME,VENUE,RACE,SELECTION,JOCKEY,LAST 3 STARTS,RESULT,WIN/PLACE
6-Jul-20,12:25,WAGGA,1,1 – ROYAL FIGHTER,S.GUYMER,226,3RD,/$1.38
6-Jul-20,13:00,WARRACKNABEAL,2,12 – SHANTARA (BEST BET),S.VELLA,2,WINNER,$2.30 /$1.29
6-Jul-20,13:20,MOREE,2,2 – GODFREY PARK,R.SIMPSON(A),673,2ND,/$1.91
6-Jul-20,13:30,WARRACKNABEAL,3,1 – DIRTY DIARY,B.EGAN,3,WINNER,$2.84 /$1.42
6-Jul-20,13:40,WAGGA,3,5 – OPENHIMUP,N.SOUQUET,234,,
6-Jul-20,14:00,WARRACKNABEAL,4,2 – CATEGORY FIVE,J.LORENSINI,X62,LATE,SCRATCHING
6-Jul-20,14:15,WAGGA,4,12 – SNOWBROOK,S.MILLER,351,3RD,/$1.91
6-Jul-20,15:30,WARRACKNABEAL,7,3 – POLYXENA,L.LAFFERTY(A),0X3,LATE,SCRATCHING
6-Jul-20,16:30,WARRACKNABEAL,9,12 – MISS DIVINE EM,B.EGAN,41,LATE,SCRATCHING
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
