DATE,TIME,VENUE,RACE,SELECTION,JOCKEY,LAST 3 STARTS,RESULT,WIN/PLACE
28-Jul-20,15:11,MOE,5,13 – SOLLEVARE,E.BROWN(A),361,3RD,/$3.75
28-Jul-20,15:27,CAIRNS,5,4 – OCTOBER STORM,C.WHITELEY,213,3RD,/$1.73
28-Jul-20,15:35,TAREE,5,3 – ILLECEBROUS,A.GIBBONS,611,,
28-Jul-20,15:43,MOE,6,2 – OXLEY JACK,M.LAWERENCE(A),233,,
28-Jul-20,15:59,CAIRNS,6,6 – DEIGO BAY,N.DAY,612,3RD,/$1.53
28-Jul-20,16:15,MOE,7,10 – MEGAMEA,D.W.STACKHOUSE,0X2,WINNER,$3.80 /$1.91
28-Jul-20,16:31,CAIRNS,7,6 – BRILLIANT MIND,N.DAY,X31,WINNER,$2.00 /$1.29
28-Jul-20,16:39,TAREE,7,8 – MEN IN TIGHTS,A.GIBBONS,432,WINNER,$2.80 /$1.44
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,27-Jul-20,,,,,,,
,TIME,VENUE,RACE,SELECTION,JOCKEY,LAST 3 STARTS,RESULT,WIN/PLACE
27-Jul-20,12:40,LEETON,1,1 – OAMANIKKA,D.SCOTT(A),2,WINNER,$3.60 /$1.62
27-Jul-20,13:15,LEETON,2,12 – THUWAANY,N.HEYWOOD,233,3RD,/$2.00
27-Jul-20,13:55,LEETON,3,7 – BYBLOS BOY,J.MALLYON,251,,
27-Jul-20,14:30,PAKENHAM,4,10 – KICK IT BABY (BEST BET),M.CARTWRIGHT(A),22,,
27-Jul-20,14:35,LEETON,4,10 – SUNSTONE,A.SWEENEY,962,2ND,/$1.40
27-Jul-20,15:45,LEETON,6,2 – REAL KEY,G.MCDONNELL(A),414,WINNER,$4.20 /$1.60
27-Jul-20,16:20,LEETON,7,3 – STARLIV,A.SWEENEY,210,2ND,/$1.36
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,TODAY’S SELECTIONS,,,,,,,
,26-Jul-20,,,,,,,
,TIME,VENUE,RACE,SELECTION,JOCKEY,LAST 3 STARTS,RESULT,WIN/PLACE
26-Jul-20,11:40,DEVONPORT,1,7 – DARK WANDERER,S.CARR,1X1,WINNER,$1.60/ $1.15
26-Jul-20,12:15,DEVONPORT,2,8 – ELISAVET,B.MCOULL,X22,WINNER,$2.40 /$1.44
26-Jul-20,12:35,ECHUCA,2,11 – SOMETHING GRAND,D.HOLLAND,2,,
26-Jul-20,12:50,DEVONPORT,3,3 – DIVISOR,S.CARR,491,,
26-Jul-20,13:00,SALE,2,6 – TAKATOKA,B.MERTENS,X23,LATE,SCRATCHING
26-Jul-20,13:20,GAWLER,1,7 – LYRICKINS DREAM,P.GATT,2X2,,
26-Jul-20,13:35,SALE,3,1 – FOXTROT MO,J.MCNEIL,X43,WINNER,$2.50 /$1.33
26-Jul-20,13:40,SUNSHINE COAST,2,2 – THE INVESTIGATOR (BEST BET),R.MALONEY,9X2,LATE,ABANDONED
26-Jul-20,13:55,GAWLER,2,8 – PEARL DRAGON,J.HOLDER,372,,
26-Jul-20,14:00,DEVONPORT,5,11 – REWARD ACHIEVER,D.GANDERTON,32,WINNER,$1.45 /$1.13
26-Jul-20,14:14,SUNSHINE COAST,3,8 – GLOBAL CHOICE,,221,LATE,ABANDONED
26-Jul-20,14:17,KALGOORLIE,1,3 – NEW AMSTERDAM,M.PATEMAN,424,,
26-Jul-20,14:35,DEVONPORT,6,4 – SOCIETY BILL,K.MASKIEL(A),673,,
26-Jul-20,14:40,COFFS HARBOUR,4,5 – HIGHBURY,B.HODDER,242,LATE,ABANDONED
26-Jul-20,14:45,SALE,5,9 – KAMIEN,A.DARMANIN,X21,,
26-Jul-20,14:52,KALGOORLIE,2,2 – DAVEEDO,M.PATEMAN,252,WINNER,$3.50 /$1.40
26-Jul-20,15:00,SAPPHIRE COAST,4,4 – WITCHITA WARRIOR,B.WARD,101,LATE,ABANDONED
26-Jul-20,15:05,GAWLER,4,1 – EXALTED AMBITION,T.PANNELL,373,,
26-Jul-20,15:10,DEVONPORT,7,2 – GEEGEE TRENDSETTER,I.LUXIMON(A),513,LATE,SCRATCHING
26-Jul-20,15:27,KALGOORLIE,3,3 – BRIGHT GLOW,M.PATEMAN,331,,
26-Jul-20,15:30,ECHUCA,7,3 – NEBARAZ,,,LATE,SCRATCHING
26-Jul-20,15:35,SAPPHIRE COAST,5,4 – TURFEZE,N.HEYWOOD,123,LATE,ABANDONED
26-Jul-20,15:40,GAWLER,5,11 – PANZER PRINCESS,J.POTTER,9X2,2ND,/$1.55
26-Jul-20,15:45,DEVONPORT,8,2 – ARTUSO,K.MASKIEL(A),X62,2ND,/$1.45
26-Jul-20,15:59,SUNSHINE COAST,6,4 – MORT DOYLE,J.ORMAN,761,LATE,ABANDONED
26-Jul-20,16:02,KALGOORLIE,4,6 – AMMILIONITE,K.YUILL,331,3RD,/$1.60
26-Jul-20,16:30,SALE,8,3 – BOOMSTOCK,J.KAH,712,2ND,/$1.44
,16:34,SUNSHINE COAST,7,1 – LA JUMENT,J.ORMAN,9X2,LATE,ABANDONED
,,,,,,,,
,,,,,,,,
,,,,,,,,
,TODAY’S SELECTIONS,,,,,,,
,25-Jul-20,,,,,,,
,TIME,VENUE,RACE,SELECTION,JOCKEY,LAST 3 STARTS,RESULT,WIN/PLACE
25-Jul-20,11:53,DOOMBEN,1,3 – AZZAREACH,R.FRADD,1,LATE,SCRATCHING
25-Jul-20,12:00,CAULFIELD,1,4 – TAVIDANCE,J.KAH,X31,,
25-Jul-20,12:08,BEAUDESERT,2,4 – THE POWER OF ONE,S.TOMLINSON(A),524,3RD,/$1.17
25-Jul-20,12:12,MORPHETVILLE,1,3 – BERTWHISTLE,K.CROWTHER,151,WINNER,$4.40/ $1.73
25-Jul-20,12:28,DOOMBEN,2,1 – KISUKANO,A.PATIS(A),1X1,3RD,/$1.17
25-Jul-20,12:35,CAULFIELD,2,9 – SENSATIONALISATION,M.WALKER,3,3RD,/$1.54
25-Jul-20,12:43,BEAUDESERT,3,4 – OUR ARIANA,L.HENRY,X22,,
25-Jul-20,12:47,MORPHETVILLE,2,2 – TURF MAN,S.FAWKE,641,,
25-Jul-20,12:51,ROCKHAMPTON,2,5 – WINDCHILL,B-D.APPO,492,WINNER,$4.80 /$1.80
25-Jul-20,13:10,CAULFIELD,3,1 – OUR CAMPANA,C.RAWILLER(A),4X1,,
25-Jul-20,13:30,ROSEHILL,4,6 – ROHERYN (BEST BET),J.COLLETT,5X1,2ND,/$1.57
25-Jul-20,13:38,DOOMBEN,4,2 – ELIXIR,L.KILNER(A),213,3RD,/$1.42
25-Jul-20,14:01,ROCKHAMPTON,4,1 – QUIDNI,C.WHITELEY,233,WINNER,$1.75 /$1.07
25-Jul-20,14:29,GOSFORD,5,5 – HEADS WILL ROLL,A.COLLETT,72,,
25-Jul-20,14:33,BEAUDESERT,6,6 – SOJOURNIST,S.TOMLINSON(A),323,LATE,ABANDONED
25-Jul-20,14:37,MORPHETVILLE,5,5 – OCTANE,K.CROWTHER,X41,WINNER,$1.57 /$1.15
25-Jul-20,14:45,ROSEHILL,6,3 – TRAVEST,T.BERRY,X13,,
25-Jul-20,15:31,BELMONT,3,5 – INDIAN PACIFIC,B.PARNHAM,113,WINNER,$1.42 /$1.08
25-Jul-20,16:05,ROSEHILL,8,1 – TRUE DETECTIVE,H.BOWMAN,116,,
25-Jul-20,16:08,BELMONT,4,3 – BEDOUIN BELLE,W.PIKE,5X3,3RD,/$1.35
25-Jul-20,16:13,DOOMBEN,8,10 – ARTHUR IN CHARGE,L.CASSIDY,132,LATE,ABANDONED
25-Jul-20,16:15,ALICE SPRINGS,4,2 – LIVE FAST,T.TREICHEL,632,,
25-Jul-20,16:32,BEAUDESERT,9,9 – PRIMMISCUOUS,A.CHAU,152,LATE,ABANDONED
25-Jul-20,16:36,MORPHETVILLE,8,1 – BEEOKAY,T.VOORHAM(A),442,3RD,$2.12
25-Jul-20,16:40,BELMONT,5,5 – TRULY GREAT,W.PIKE,X62,WINNER,$2.06 /$1.14
25-Jul-20,16:45,ROSEHILL,9,5 – VARDA,J.COLLETT,X11,WINNER,$2.36 /$1.39
25-Jul-20,16:53,CAULFIELD,9,1 – MYSTERY SHOT,M.RODD,111,WINNER,$1.79 /$1.11
25-Jul-20,17:15,MORPHETVILLE,9,4 – MIAMI FREEDOM,J.EATON(A),X13,,
25-Jul-20,17:20,BELMONT,6,1 – LEVITATE,C.AZZORPARDI(A),231,,
,,,,,,,,
,24-Jul-20,,,,,,,
,TIME,VENUE,RACE,SELECTION,JOCKEY,LAST 3 STARTS,RESULT,WIN/PLACE
24-Jul-20,12:25,TAMWORTH,1,1 – VINAIGRETTE,B.LOOKER,262,,
24-Jul-20,12:30,SWAN HILL,1,4 – EXCUSES EXCUSES,D.BATES,33,3RD,/$1.81
24-Jul-20,12:45,CANBERRA,2,3 – CALIFORNIA AUGUST(BEST BET),J.PENZA,342,WINNER,$1.75 /$1.13
24-Jul-20,13:00,SWAN HILL,2,8 – VILLA VILLEKULLA,"R,MCLEOD",2,LATE,SCRATCHING
24-Jul-20,13:12,IPSWICH,2,8 – ELECTRIC DRAGON(BEST BET),R.FRADD,823,WINNER,$2.36 /$1.27
24-Jul-20,13:25,CANBERRA,3,3 – NO DOUBT A STAR,A.COLLETT,442,WINNER,$7.20 /$2.04
24-Jul-20,13:30,SWAN HILL,3,4 – LEGEND OF ZORRO,J.MCNEIL,522,WINNER,$2.38 /$1.35
24-Jul-20,13:40,TAMWORTH,3,1 – ESSOESS,A.BULLOCK,733,,
24-Jul-20,13:47,IPSWICH,3,1 – BEWARE,B-R.ANDREW,241,2ND,/$3.00
24-Jul-20,14:00,SWAN HILL,4,3 – CATEGORY FIVE,J.MCNEIL,621,WINNER,$3.30 /$1.75
24-Jul-20,14:20,TAMWORTH,4,2 – TWO UP,R.THOMPSON,531,,
24-Jul-20,14:27,IPSWICH,4,7 – GLOBAL CHOICE,J.ORMAN,322,WINNER,$2.18 /$1.16
24-Jul-20,14:55,TAMWORTH,5,6 – AREYA TUCHUZY,G.RYAN,41,3RD,/$1.35
24-Jul-20,15:00,SWAN HILL,6,12 – GAGAS BELLE,R.MCLEOD,8X1,2ND,/$2.00
24-Jul-20,15:04,IPSWICH,5,3 – ANNABETH,J.MURPHY(A),235,3RD,/$1.33
24-Jul-20,15:35,TAMWORTH,6,2 – CONTANGO,M.BELL,X71,,
24-Jul-20,15:42,IPSWICH,6,4 – BOSS’S BOY,T.HARRISON,613,,
24-Jul-20,16:05,CARNARVON,1,7 – SCENIC CHARM,M.CLARK,432,,
24-Jul-20,16:50,TAMWORTH,8,7 – THE FIRST OF MAY,A.GIBBONS,8X2,,
24-Jul-20,17:15,CARNARVON,3,2 – MADRID CENTRO,M.HAGLEY,211,WINNER,$1.33 /$1.07
24-Jul-20,17:50,CARNARVON,4,2 – PREMIO MOMENTO,Y.VALENTI,221,2ND,/$1.65
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,TODAY’S SELECTIONS,,,,,,,
,23-Jul-20,,,,,,,
,TIME,VENUE,RACE,SELECTION,JOCKEY,LAST 3 STARTS,RESULT,WIN/PLACE
23-Jul-20,12:30,WARRNAMBOOL,1,8 – SANDS OF NAKAJIMA,,,LATE,SCRATCHING
23-Jul-20,13:05,KEMBLA GRANGE,1,6 – SPACE IS DEEP,L.MAGGORIAN,513,WINNER,$3.70 /$1.73
23-Jul-20,13:12,TOWNSVILLE,1,1 – TENNESSEE BOY (BEST BET),W.D'AVILA,331,WINNER,$1.40 /$1.12
23-Jul-20,13:25,BALLINA,2,8 – PEPPINO,B.LOOKER,741,WINNER,$4.60 /$1.91
23-Jul-20,13:30,WARRNAMBOOL,3,3 – IZE FAIRDINKIM,J.MCNEIL,52,,
23-Jul-20,13:47,TOWNSVILLE,2,3 – STAR BANNER,B.PENGELLY,2X2,WINNER,$3.60 /$1.80
23-Jul-20,14:00,WARRNAMBOOL,4,2 – EM EM DAR,J.MCNEIL,X42,3RD,/$1.40
23-Jul-20,14:05,BALLINA,3,2 – MARSHALL DILLON,M.MCGUREN,33,3RD,/$1.30
23-Jul-20,14:20,KEMBLA GRANGE,3,2 – SWEEPING BROOK,T.SCHILLER(A),2,2ND,/$1.57
23-Jul-20,14:40,BALLINA,4,1 – ADD ME SOME,T.HARRISON,2,,
23-Jul-20,14:47,PINJARRA,1,6 – WISE CRACKER,S.O'DONNELL,232,3RD,/$1.40
23-Jul-20,15:00,WARRNAMBOOL,6,3 – CALIBURN,M.JULIUS(A),311,,
23-Jul-20,15:04,TOWNSVILLE,4,3 – UNSHAKEABLE,B.PENGELLY,3X2,WINNER,$3.10 /$1.62
23-Jul-20,15:15,BALLINA,5,1 – ENTERPRISE KEREN,B.LOOKER,212,,
23-Jul-20,15:30,WARRNAMBOOL,7,2 – THE EXECUTIONER,L.NEINDORF(A),212,,
23-Jul-20,15:35,KEMBLA GRANGE,5,5 – MR COLOURFUL,G.SCHOFIELD,X21,LATE,SCRATCHING
23-Jul-20,15:57,PINJARRA,3,5 – BOLSHOI GAL,J.MCNAUGHT,X22,WINNER,$2.30 /$1.30
23-Jul-20,16:00,WARRNAMBOOL,8,2 – FORBID ME NOT,L.NEINDORF(A),953,,
23-Jul-20,16:10,KEMBLA GRANGE,6,4 – REIBYS REGENT,K.LATHAM,122,,
23-Jul-20,16:17,TOWNSVILLE,6,2 – BEAU JET,B.PENGELLY,52,3RD,/$1.91
23-Jul-20,16:25,BALLINA,7,1 – READY TO PARTY,M.MCGUREN,211,,
23-Jul-20,16:30,WARRNAMBOOL,9,4 – DINGA,B.RAWILLER,453,,
23-Jul-20,16:45,KEMBLA GRANGE,7,12 – MY BLUE JEANS,S.CLIPPERTON,332,3RD,/$2.50
23-Jul-20,16:52,TOWNSVILLE,7,4 – SILENT EXPLORER,J.STANLEY,312,2ND,/$1.12
23-Jul-20,17:10,PINJARRA,5,5 – AMBER MAMBA,L.STAPLES,9X1,,
23-Jul-20,17:27,TOWNSVILLE,8,8 – LIGHTHORSE LAD,B.PENGELLY,831,WINNER,$3.00 /$1.67
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,TODAY’S SELECTIONS,,,,,,,
,22-Jul-20,,,,,,,
,TIME,VENUE,RACE,SELECTION,JOCKEY,LAST 3 STARTS,RESULT,WIN/PLACE
22-Jul-20,12:25,SANDOWN,1,1 – MCCAIN,J.MCNEIL,41,,
22-Jul-20,12:33,EAGLE FARM,1,1 – SUNLANDER,J.BYRNE,7X2,WINNER,$4.80 /$1.53
22-Jul-20,12:50,CANTERBURY,1,2 – BEYLIKS,K.JENNINGS,442,,
22-Jul-20,13:00,SANDOWN,2,5 – PISCATORIAL,M.JULIUS(A),1,,
22-Jul-20,13:15,MURRAY BRIDGE,2,2 – BORN TO PLAY,B.VORSTER,8X4,WINNER,$2.40 /$1.22
22-Jul-20,13:55,DARWIN,1,7 – RECORDING TO WIN,W.DAVIS,141,,
22-Jul-20,14:00,CANTERBURY,3,7 – ELEGANY GRACE,L.DAY(A),12,,
22-Jul-20,14:10,SANDOWN,4,2 – HASSLEFREE,W.PRICE(A),1X1,,
22-Jul-20,14:18,EAGLE FARM,4,1 – BLITZEN PASTURE,J.BYRNE,532,WINNER,$6.50 /$2.00
22-Jul-20,14:25,MURRAY BRIDGE,4,11 – SAMURAI MOON,J.HOLDER,X22,,
22-Jul-20,14:30,DARWIN,2,2 – ROSHERVILLE,R.VIGAR,172,WINNER,$5.00 /$1.91
22-Jul-20,14:35,CANTERBURY,4,11 – SOMNUS,T.SHERRY(A),221,,
22-Jul-20,14:39,BELMONT,1,1 – JANAURA,R.HILL,X51,2ND,/$1.73
22-Jul-20,14:53,EAGLE FARM,5,5 – HALLOWED GIRL,B.STEWART,321,LATE,SCRATCHING
22-Jul-20,15:00,MURRAY BRIDGE,5,8 – AMMO LOCO,B.VORSTER,521,,
22-Jul-20,15:10,CANTERBURY,5,1 – GHOSTLY,A.HYERONIMUS,422,3RD,/$2.42
22-Jul-20,15:14,BELMONT,2,1 – MADAM TORIO,M.PATEMAN,X15,WINNER,$3.60 /$1.67
22-Jul-20,15:28,EAGLE FARM,6,8 – THE TENOR,J.MURPHY(A),151,,
22-Jul-20,15:35,MURRAY BRIDGE,6,10 – MIHANY,J.MAUND,61,,
22-Jul-20,15:40,DARWIN,4,2 - VUNIVALU,W.DAVIS,5X2,WINNER,$5.00 /$1.73
22-Jul-20,15:49,BELMONT,3,9 – LA CHIAVE,V.CORVER(A),4X3,LATE,SCRATCHING
22-Jul-20,15:55,SANDOWN,7,7 – MRS OMALLEY,L.GERMAN(A),742,3RD,/$1.91
22-Jul-20,16:24,BELMONT,4,2 – LA VINA (BEST BET),J.NOSKE,341,,
22-Jul-20,16:30,SANDOWN,8,8 – ELITE LEGACY,H.GRACE(A),X21,WINNER,$6.00 /$2.20
22-Jul-20,16:38,EAGLE FARM,8,4 – WINNING SHOT,T.HARRISON,812,2ND,/$1.83
22-Jul-20,16:45,MURRAY BRIDGE,8,9 – TURF TAPPER,T.PANNELL,X12,,
22-Jul-20,16:50,DARWIN,6,4 – EASTWOOD,R.VIGAR,742,,
22-Jul-20,17:00,BELMONT,5,2 – OHBEEH,C.AZZORPARDI(A),2X3,WINNER,$3.30 /$1.62
22-Jul-20,17:25,DARWIN,7,2 – SAVATOXI,K.GLADWIN,511,WINNER,$1.90 /$1.22
22-Jul-20,18:00,DARWIN,8,1 – AUTOCRATIC,J.TODD,511,,
,,,,,,,,
,21-Jul-20,,,,,,,
,TIME,VENUE,RACE,SELECTION,JOCKEY,LAST 3 STARTS,RESULT,WIN/PLACE
21-Jul-20,11:25,MACKAY,1,1 – ALEYSAS DREAM (BEST BET),B-D.APPO,321,WINNER,$1.85 /$1.30
21-Jul-20,12:20,WYONG,1,1 – ZOUNATE,L.DAY(A),323,3RD,/$1.17
21-Jul-20,12:55,WYONG,2,8 – LAKE MARION,B.GRIFFITHS(A),362,3RD,/$1.25
21-Jul-20,13:30,PAKENHAM,2,3 – JOURNEY OF SONG,N.CALLOW,X52,2ND,/$1.40
21-Jul-20,13:50,MACKAY,5,1 – LE DUDE,A.SEWELL,351,,
21-Jul-20,14:00,PAKENHAM,3,1 – BARTENDER BLUES,J.MCNEIL,343,WINNER,$3.80 /$1.57
21-Jul-20,14:10,WYONG,4,6 – YANGARRA ROSE,A.ADKINS,2,WINNER,$4.00 /$1.44
21-Jul-20,14:25,MACKAY,6,3 – STEADT STAR,A.BUTLER,731,2ND,/$2.38
21-Jul-20,14:30,PAKENGAM,4,1 – BISHOP ROCK,J.CHILDS,X53,2ND,/$2.00
21-Jul-20,14:45,WYONG,5,1 – AL SNIP,T.BERRY,X32,2ND,/$1.18
21-Jul-20,15:00,PAKENHAM,5,2 – FREE THRILLS,N.CALLOW,942,2ND,/$1.50
21-Jul-20,15:05,MACKAY,7,1 – FANAAR,C.WHITELEY,101,2ND,/$1.20
21-Jul-20,15:30,PAKENHAM,6,5 – SHES SENSATIONAL,B.MELHAM,122,WINNER,$2.20 /$1.25
21-Jul-20,16:05,WYONG,7,1 – WANDER,T.SHERRY(A),2X1,,
21-Jul-20,16:20,MACKAY,9,5 – SHIRANDA,E.SMITH(A),233,WINNER,$2.20 /$1.25
21-Jul-20,16:40,WYONG,8,9 – TOE TAPPER,L.DAY(A),321,,
21-Jul-20,17:00,MACKAY,10,3 – CHARLES SEVEN,R.WIGGINS,7X1,2ND,/$1.17
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,TODAY’S SELECTIONS,,,,,,,
,20-Jul-20,,,,,,,
,TIME,VENUE,RACE,SELECTION,JOCKEY,LAST 3 STARTS,RESULT,WIN/PLACE
20-Jul-20,13:25,WELLINGTON,2,3 – POSTER MAN,R.JONES(A),642,WINNER,$3.40 /$1.62
20-Jul-20,13:45,GOULBURN,3,7 – TRISKANA,A.HYERONIMUS,X21,WINNER,$2.30 /$1.25
20-Jul-20,14:05,WELLINGTON,3,2 – CLEVER MISSILE,R.SIMPSON(A),931,,
20-Jul-20,15:05,GOULBURN,5,5 – RIOT ACT,B.SPRIGGS,5X1,WINNER,$2.40/ $1.44
20-Jul-20,15:20,WELLINGTON,5,1 – BENGALLA BAY,G.RYAN,762,3RD,/$1.30
20-Jul-20,15:40,GOULBURN,6,15 – WILFUL SOUL (BEST BET),T.SCHILLER(A),342,2ND,/$2.00
20-Jul-20,15:55,WELLINGTON,6,1 – TURFEZE,G.RYAN,123,LATE,SCRATCHING
20-Jul-20,16:35,WELLINGTON,7,1 – A MAGIC TARIZ,C.GALLAGHER(A),523,WINNER,$9.00 /$2.50
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,TODAY’S SELECTIONS,,,,,,,
,19-Jul-20,,,,,,,
,TIME,VENUE,RACE,SELECTION,JOCKEY,LAST 3 STARTS,RESULT,WIN/PLACE
19-Jul-20,10:50,HOBART,1,3 – STORMONT,B.MUHCU,X31,2ND,/$1.53
19-Jul-20,12:00,HOBART,3,9 – RUNAWAY GIRL,D.PIRES,X23,2ND,/$1.91
19-Jul-20,12:50,SCONE,1,3 – EXPIREDTIME,L.MAGORRIAN,242,WINNER,$3.30 /$1.91
19-Jul-20,13:00,SUNSHINE COAST,1,14 – TRAMONTO,J.G-CHESTER,7X2,WINNER,$3.40 /$1.67
19-Jul-20,13:30,SCONE,2,3 – TOTAL RECALL,A.BULLOCK,2X4,WINNER,$1.61 /$1.06
19-Jul-20,13:55,PORT AUGUSTA,2,2 – JAY PEE BEE,,,LATE,SCRATCHING
19-Jul-20,14:05,KALGOORLIE,1,3 – ESCALATING,W.PIKE,222,,
19-Jul-20,14:15,WODONGA,4,3 – HES WOW CLASS,,,LATE,SCRATCHING
19-Jul-20,14:20,SUNSHINE COAST,3,7 – HENLEY MISS,M.CAHILL,643,3RD,/$1.73
19-Jul-20,14:30,PORT AUGUSTA,3,1 – FULTON STREET (BEST BET),M.COLLETT(A),121,2ND,/$1.03
19-Jul-20,15:17,KALGOORLIE,3,1 – REVEL,W.PIKE,921,3RD,/$1.62
19-Jul-20,15:20,PAKENHAM,7,4 – JOURNEY OF SONG,,,LATE,SCRATCHING
19-Jul-20,16:10,SUNSHINE COAST,6,6 – INCHEON EXPRESS,M.CAHILL,1,3RD,/$1.13
19-Jul-20,16:19,NARRANDERA,7,4 – GENTLEMAN MAX,G.MCDONNELL(A),142,,
19-Jul-20,17:05,KALGOORLIE,6,11 - AMILLIONITE,W.PIKE,633,WINNER,$3.00 /$1.57
19-Jul-20,17:25,SUNSHINE COAST,8,2 – RUN FOR GLORY,B.NOTHDURFT(A),2X2,WINNER,$2.10 /$1.30
,,,,,,,,
,,,,,,,,
,18-Jul-20,,,,,,,
,TIME,VENUE,RACE,SELECTION,JOCKEY,LAST 3 STARTS,RESULT,WIN/PLACE
18-Jul-20,12:23,IPSWICH,2,1 – MILK MAN,R.MALONEY,221,,
18-Jul-20,12:30,FLEMINGTON,2,1 – SANSOM,T.STOCKDALE(A),X22,3RD,/$1.90
18-Jul-20,12:50,RANDWICK,3,3 – TAILLEUR,J.COLLETT,1X1,2ND,/$1.17
18-Jul-20,12:58,IPSWICH,3,2 – ALWARD,L.DITTMAN,743,,
18-Jul-20,13:13,GOLD COAST,3,1 – CAPTIVATOR,S.TOMLINSON(A),982,WINNER,$2.15 /$1.36
18-Jul-20,13:16,MORPHETVILLE,3,3 – ROGUES POINT,B.VORSTER,X82,,
18-Jul-20,13:28,ROMA,4,1 – IL BANDITO,K.PATCH(A),X52,,
18-Jul-20,13:44,KEMBLA GRANGE,3,2 – FIRST FOOTMAN,C.REITH,171,,
18-Jul-20,13:51,MORPHETVILLE,4,4 – SIGN OF USSURI,B.VORSTER,112,2ND,/$1.53
18-Jul-20,14:07,BELMONT,2,3 – BOOMTASTIC,W.PIKE,133,WINNER,$2.30 /$1.57
18-Jul-20,14:16,LISMORE,3,2 – QUEEN LEAR,M.MCGUREN,6X3,,
18-Jul-20,14:28,GOLD COAST,5,5 – DECISIVE HEART,A.ALLEN,742,3RD,/$1.67
18-Jul-20,14:40,RANDWICK,6,3 – THY KINGDOM COME,,,LATE,SCRATCHING
18-Jul-20,14:43,ROMA,6,1 – FABS COWBOY,T.WHEELER(A),511,,
18-Jul-20,14:47,BELMONT,3,1 – NOIR DE RUE,M.DERRICK(A),162,,
18-Jul-20,15:27,BELMONT,4,12 – CONTINUANCE,W.PIKE,221,,
18-Jul-20,15:48,GOLD COAST,7,10 – TAVIS TOWN,,,LATE,SCRATCHING
18-Jul-20,15:51,MORPHETVILLE,7,9 – HYPERSONIC,B.VORSTER,1,WINNER,$2.00 /$1.29
18-Jul-20,16:03,BELMONT,5,6 – CHANTREA (BEST BET),W.PIKE,111,WINNER,$1.80 /$1.17
18-Jul-20,16:40,RANDWICK,9,11 – LE GAI SOLEIL,R.KING,111,,
18-Jul-20,16:48,FLEMINGTON,9,8 – OUR WIND SPIRIT,M.RODD,X11,,
18-Jul-20,17:05,MORPHETVILLE,9,1 – RIKIBOBBY,T.VOORHAN(A),7X3,,
18-Jul-20,17:30,TOOWOOMBA,2,4 – HAUTCLERE,N.EVANS,4X2,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,TODAY’S SELECTIONS,,,,,,,
,17-Jul-20,,,,,,,
,TIME,VENUE,RACE,SELECTION,JOCKEY,LAST 3 STARTS,RESULT,WIN/PLACE
17-Jul-20,12:00,DUBBO,1,13 – ADIOS STEVE,G.RYAN,9X3,3RD,/$1.83
17-Jul-20,12:07,ROCKHAMPTON,1,13 – WINDCHILL,R.WIGGINS,492,LATE,SCRATCHING
17-Jul-20,12:42,ROCKHAMPTON,2,4 – KOTABHARU,C.WHITELEY,1,WINNER,$7.50 /$2.38
17-Jul-20,12:55,TAREE,2,7 – ANOTHER SONETTE,L.MAGGORRIAN,762,,
17-Jul-20,13:00,GEELONG,2,7 – AWKWARD,J.ALLEN,2X2,3RD,/$1.62
17-Jul-20,13:30,GEELONG,3,9 – TURNCOAT,B.MELHAM,923,WINNER,$3.60 /$1.80
17-Jul-20,13:57,ROCKHAMPTON,4,1 – ONLY WANNA SING,R.WIGGINS,114,WINNER,$4.40 /$1.83
17-Jul-20,14:00,GEELONG,4,12 – CHILULA,J.BOWDITCH,52,WINNER,$7.00 /$2.05
